,id,spkid,full_name,pdes,name,prefix,neo,pha,H,diameter,albedo,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,rms
194267,a0194268,2194268,194268 (2001 UY4),194268,,,Y,Y,18.2,1.244,0.055,0.02,77,2459000.5,59000,20200531.0,J2000,0.7874987406417878,1.452995038509071,0.3087632755244116,5.437277356357374,160.7573468401242,107.7489746972464,253.8433906076805,2.597226801493731,0.562740117471376,2459189.1423343504,20201205.642334398,639.726916249776,1.75147684120404,0.026160500000000003,10.180881785,5.6537e-08,3.2318000000000004e-09,8.2324e-08,4.9458999999999995e-06,9.572899999999999e-05,9.3501e-05,6.6153e-06,5.776799999999999e-09,1.8775e-09,1.215e-05,2.1344e-06,APO,0.5221600000000001
196067,a0196068,2196068,196068 (2002 TW55),196068,,,Y,Y,18.0,,,,38,2459000.5,59000,20200531.0,J2000,0.6648059571794642,2.117118471168525,0.7096454994810096,59.370654560060046,33.57456469411681,251.12313412860783,293.33865044082665,3.52459144285604,0.3199531071131874,2459208.847248635,20201225.347248603,1125.164881967049,3.08053355774688,0.028677099999999997,11.160267007,1.2363e-07,4.3072e-08,2.6447e-07,4.1945e-05,1.1602999999999999e-05,2.6945e-05,4.455e-05,7.1707e-08,9.7641e-09,0.00014532,3.4337e-05,APO,0.5009600000000001
196624,a0196625,2196625,196625 (2003 RM10),196625,,,Y,Y,20.2,,,,42,2459000.5,59000,20200531.0,J2000,0.5916311475273542,1.847105318829657,0.7543002794465874,13.72784308435718,341.32088152483016,287.2768713709407,258.9017349077175,2.939910358212726,0.3926147266297138,2459257.999931192,20210212.499931198,916.9294363721776,2.51041597911616,0.00572523,2.2280877591,2.0269000000000002e-07,9.4542e-09,3.7494999999999995e-07,3.0043e-05,4.0459e-05,4.806e-05,1.6854e-05,1.5048e-08,3.0143000000000002e-09,4.4413e-05,7.0398e-06,APO,0.32941
197587,a0197588,2197588,197588 (2004 HE12),197588,,,Y,Y,17.2,,,,34,2459000.5,59000,20200531.0,J2000,0.465894545777813,1.845538557631953,0.9857122096085741,42.70840905561636,338.0461071306092,162.2081273646341,160.27093227512051,2.705364905655331,0.3931147953375635,2458592.805010709,20190419.3050107,915.7630398796664,2.5072225595610296,0.0104198,4.055073566,2.667e-07,3.4525e-08,5.024100000000001e-07,4.0078000000000005e-05,2.6212e-05,3.8791e-05,7.126e-05,5.061e-08,1.1031e-08,0.00017024,2.5696999999999998e-05,APO,0.50173
199002,a0199003,2199003,199003 (2005 WJ56),199003,,,Y,Y,18.1,,,,JPL 98,2459000.5,59000,20200531.0,J2000,0.1520322965991436,0.9589648779867708,0.8131712452285245,21.616276070795788,288.054271965928,297.696347986486,328.00791429328035,1.104758510745017,1.049542481109195,2459030.981935017,20200630.481935002,343.00660190480204,0.939100895016569,0.02298,8.943126600000001,8.4047e-08,1.8945000000000002e-08,9.4613e-08,9.6082e-06,1.0461e-06,5.3295e-06,0.00014671,2.1825000000000002e-08,3.1101999999999996e-08,0.00014068,1.0165e-05,ATE,0.38472
199144,a0199145,2199145,199145 (2005 YY128),199145,,,Y,Y,18.2,,,,77,2459000.5,59000,20200531.0,J2000,0.731599083307885,1.649580428819931,0.4427488992526417,3.771485501030686,300.3143516069044,314.7814564727508,237.2363657537996,2.856411958387221,0.4652044183640586,2459264.3918062686,20210218.8918063,773.8533551894859,2.11869501763035,0.0294012,11.442065004000002,6.609300000000001e-08,2.1604999999999997e-08,1.0445e-07,6.9797e-06,8.9909e-05,9.064899999999999e-05,3.6336e-05,3.7412e-08,9.1396e-09,8.311e-05,1.5203e-05,APO,0.49331
199800,a0199801,2199801,199801 (2007 AE12),199801,,,Y,Y,19.3,,,,48,2459000.5,59000,20200531.0,J2000,0.5693273458155704,1.6843096048367632,0.7253860879833767,2.284941469348873,245.51333926171841,86.8864647708089,127.09552935609959,2.64323312169015,0.4508906048309315,2458718.623358539,20190823.1233585,798.4198298720099,2.18595435967696,0.00644468,2.5080761156,4.1638e-08,8.0461e-09,7.2704e-08,8.695e-06,9.883799999999999e-05,9.9483e-05,1.7774e-05,1.2627e-08,3.2309e-09,3.7602e-05,5.7212e-06,APO,0.63353
200839,a0200840,2200840,200840 (2001 XN254),200840,,,Y,Y,17.6,,,,54,2459000.5,59000,20200531.0,J2000,0.5579209947221987,2.325755854728201,1.028167834777266,1.940332118060439,264.4946080870603,278.3308838176671,46.672989876045186,3.6233438746791364,0.277880383487451,2458832.5392778707,20191215.0392779,1295.5214595644802,3.54694444781514,0.0455906,17.742493802000002,1.7301e-08,9.4391e-09,4.0286999999999995e-08,3.2147000000000003e-06,9.4311e-05,9.560700000000001e-05,1.451e-05,1.4705e-08,1.6917e-09,5.1272e-05,7.886799999999999e-06,AMO,0.51097
202682,a0202683,2202683,202683 (2006 US216),202683,,,Y,Y,19.8,,,,29,2459000.5,59000,20200531.0,J2000,0.5624407515889098,0.636951041995597,0.2787038192102542,3.432320056024259,193.2514464843484,56.40994366903833,35.777718469346524,0.99519826478094,1.9388535013242159,2458982.046971731,20200512.546971697,185.67674130826492,0.508355212342957,0.043901499999999996,17.085146755,9.6335e-08,1.2405999999999999e-08,6.1495e-08,2.7357e-05,0.00051401,0.00051944,0.00028059,1.9383e-08,5.6643999999999994e-08,0.00014419,5.4246000000000005e-06,ATE,0.52941
205743,a0205744,2205744,205744 (2002 BK25),205744,,,Y,Y,18.2,,,,28,2459000.5,59000,20200531.0,J2000,0.7478869830286576,2.297771385472907,0.5792980763019959,11.93545664974952,156.1576058748797,103.9256677407304,70.92374714852829,4.016244694643818,0.2829722504441169,2458749.861476126,20190923.3614761,1272.2095521203591,3.4831199236697,0.046355400000000005,18.040131018,5.4165e-08,4.4932e-09,1.2374e-07,1.6422e-05,1.5694000000000003e-05,2.1281e-05,4.9288999999999995e-06,7.8537e-09,8.300199999999999e-10,1.6795e-05,3.7317e-06,APO,0.50385
206377,a0206378,2206378,206378 (2003 RB),206378,,,Y,Y,18.7,,,,173,2459000.5,59000,20200531.0,J2000,0.4388830694415263,1.788133564055433,1.0033520168913679,6.725092843233027,317.1523840732669,44.004573450778246,347.5342461727751,2.5729151112194972,0.4121963494126762,2459030.7422712985,20200630.2422713,873.3701802865337,2.3911572355551898,0.0449241,17.483111997,9.4976e-09,9.5247e-10,1.7107000000000002e-08,2.8477999999999997e-06,9.272300000000001e-06,1.0654000000000002e-05,1.4605e-06,1.3705e-09,3.2933999999999997e-10,3.5498000000000003e-06,6.978100000000001e-07,APO,0.32001
206909,a0206910,2206910,206910 (2004 NL8),206910,,,Y,Y,17.1,,,,110,2459000.5,59000,20200531.0,J2000,0.715611549436072,2.5796192075510342,0.7336139094803864,5.009168285301342,151.0516265675006,277.9603448108886,280.8014940225029,4.425624505621681,0.2378869788952811,2459333.42493076,20210428.9249308,1513.323687037421,4.14325444774106,0.021659599999999998,8.429266532,3.3181e-08,2.2657e-08,8.2255e-08,1.4475999999999998e-05,5.5056e-05,5.5811000000000005e-05,9.6527e-06,3.8871000000000004e-08,3.1340999999999998e-09,4.3221000000000005e-05,1.9938e-05,APO,0.46251000000000003
207397,a0207398,2207398,207398 (2006 AS2),207398,,,Y,Y,20.3,,,,74,2459000.5,59000,20200531.0,J2000,0.6386880615909907,2.0934550851491642,0.7563903147874422,2.593349715205839,125.96400539442209,79.59485910969501,249.18362492436717,3.4305198555108865,0.3253932971162122,2459341.0613331855,20210506.5613332,1106.353459614837,3.0290306902528,0.0102288,3.980742096,1.6356e-08,6.9192e-09,3.2607e-08,6.922000000000001e-06,3.4609e-05,3.4855e-05,7.1754e-06,1.1337999999999999e-08,1.6132e-09,2.374e-05,5.485e-06,APO,0.41133000000000003
207944,a0207945,2207945,207945 (1991 JW),207945,,,Y,Y,19.3,0.423,0.161,0.028999999999999998,73,2459000.5,59000,20200531.0,J2000,0.11863089826580901,1.039049087449047,0.9157857608626973,8.709890608026386,53.86603028847991,301.9235960543988,43.32211224426758,1.162312414035396,0.9305719894848206,2458953.9457164686,20200414.4457165,386.8588395824182,1.05916177845974,0.019916299999999998,7.750826471,4.3072e-08,3.4478000000000004e-09,4.3777e-08,7.1986e-06,1.5768e-05,3.2996e-05,2.4553e-05,3.8568e-09,4.6317e-09,2.6379e-05,1.9255e-06,APO,0.48646000000000006
208022,a0208023,2208023,208023 (1999 AQ10),208023,,,Y,Y,20.5,,,,121,2459000.5,59000,20200531.0,J2000,0.2356745744569554,0.93427820875752,0.7140925894841851,6.499040541840966,327.0912266066452,300.48118725479213,86.61860216078016,1.154463828030855,1.091414563986728,2458921.136387841,20200312.636387803,329.8471652100637,0.903072320903665,0.00591759,2.3029485003,2.545e-08,6.303799999999999e-10,2.3456000000000002e-08,2.3061000000000002e-06,4.8302e-06,7.1145e-06,5.1482e-06,7.7894e-10,1.1045999999999999e-09,4.6896e-06,3.3383e-07,ATE,0.3988
208114,a0208115,2208115,208115 (2000 CT101),208115,,,Y,Y,20.7,,,,31,2459000.5,59000,20200531.0,J2000,0.3546982588128084,1.299435746559638,0.8385281498158128,23.297944979353627,135.5650921119933,292.4277946338041,293.9350306308662,1.760343343303464,0.6653832428457223,2459099.7885980816,20200907.2885981,541.0415784749041,1.48129111149871,0.0119345,4.644549365,9.347999999999999e-08,1.3380000000000001e-08,1.2789000000000002e-07,3.3128e-05,2.1136e-05,3.3663e-05,7.7923e-05,1.8126e-08,1.0277e-08,0.00011853,8.3565e-06,APO,0.62529
212545,a0212546,2212546,212546 (2006 SV19),212546,,,Y,Y,17.6,,,,106,2459000.5,59000,20200531.0,J2000,0.5155106353554484,2.132979576160713,1.0334059196539092,7.355644094273051,116.21405579483921,182.56004213083068,170.86679362755618,3.232553232667517,0.3163909324505849,2458460.450409122,20181207.9504091,1137.832861427614,3.1152165952843602,0.017809000000000002,6.93072853,3.8130000000000005e-08,2.2229e-08,8.5745e-08,5.144600000000001e-06,5.2288000000000005e-05,5.2481999999999997e-05,2.1502e-05,3.3688e-08,4.9459e-09,5.9743999999999996e-05,1.7787e-05,AMO,0.60111
214868,a0214869,2214869,214869 (2007 PA8),214869,,,Y,Y,16.4,,,,168,2459000.5,59000,20200531.0,J2000,0.6551350850149129,2.8432681766651022,0.9805434380254141,1.991536854569969,141.4870860003948,293.8173286659076,207.64280431234982,4.70599291530479,0.2055783317942235,2459741.6150502,20220611.115050197,1751.157317301062,4.79440743956485,0.028289699999999997,11.009502549,8.7484e-09,3.5488e-08,1.6904e-08,1.1898e-06,9.6861e-05,9.6154e-05,1.1221e-05,5.8737000000000005e-08,3.8488e-09,6.8458e-05,3.2785e-05,APO,0.41231999999999996
215587,a0215588,2215588,215588 (2003 HF2),215588,,,Y,Y,19.4,0.488,0.11800000000000001,0.158,JPL 97,2459000.5,59000,20200531.0,J2000,0.6753953078387976,1.113852742918965,0.3615618267281215,3.05525911945006,189.9270692231472,230.99927255017897,293.9652341451126,1.8661436591098082,0.8384214986969698,2459079.260821326,20200817.7608213,429.378302631186,1.17557372383624,0.00316825,1.2329878525,1.6466e-08,2.3862e-09,1.7946e-08,3.9792e-06,7.2454e-05,7.2833e-05,3.7695e-06,3.9979e-09,2.6942e-09,4.7454e-06,1.3798e-06,APO,0.48655
216114,a0216115,2216115,216115 (2006 SU19),216115,,,Y,Y,18.8,,,,58,2459000.5,59000,20200531.0,J2000,0.5863017862830526,1.5268083653543894,0.6316378934352029,2.091502863218039,152.24736484865258,10.54694849354402,337.07673340009063,2.421978837273574,0.5224290013716953,2459044.378242861,20200713.8782429,689.0888504558131,1.8866224516244001,0.0350717,13.648853489,6.2679e-08,1.601e-08,9.5584e-08,6.728400000000001e-06,0.00016704,0.00016722,3.8682e-05,2.5396e-08,8.217e-09,7.4689e-05,1.0838e-05,APO,0.68924
216257,a0216258,2216258,216258 (2006 WH1),216258,,,Y,Y,20.2,,,,JPL 71,2459000.5,59000,20200531.0,J2000,0.4847077612538168,1.671553770437088,0.8613386845531507,2.6337457813820118,240.5007028660566,263.436117392079,55.92119117613932,2.481768856321025,0.4560616420863912,2458877.882384275,20200129.3823843,789.3669775714347,2.1611690008800397,0.023563900000000002,9.170362962999999,9.1743e-08,1.9707e-09,1.5302e-07,7.348099999999999e-06,5.8146e-05,6.3717e-05,5.3687e-06,2.9259e-09,8.0652e-10,1.1724000000000002e-05,1.3959e-06,APO,0.29070999999999997
216522,a0216523,2216523,216523 (2001 HY7),216523,,,Y,Y,20.6,,,,JPL 68,2456346.5,56346,20130223.0,J2000,0.4120948370816764,0.9138520280653756,0.537258325443015,5.208499317480782,205.24257289670243,211.1301077510073,330.2984546129892,1.2904457306877357,1.1282108029963809,2456372.826237356,20130321.3262374,319.0893040944892,0.8736189023805321,0.0355235,13.824680495,7.4885e-08,3.1629000000000003e-09,6.821e-08,8.2375e-06,5.8238e-05,5.2575e-05,2.5558e-05,4.4664e-09,5.8573e-09,2.2688e-05,1.6566e-06,ATE,0.48746999999999996
216984,a0216985,2216985,216985 (2000 QK130),216985,,,Y,Y,21.1,,,,58,2459000.5,59000,20200531.0,J2000,0.2618100866301226,1.180595820976164,0.8715039268112336,4.722223298908151,173.8806704109665,66.29695985101334,208.72138014695858,1.4896877151410932,0.7683378208129269,2459197.3907630933,20201213.8907631,468.5439011958413,1.28280328869498,0.000149325,0.05811281025,3.5184e-08,1.3077e-09,4.2171e-08,4.1933e-06,3.8332e-05,4.524600000000001e-05,2.7535e-05,1.65e-09,1.2766e-09,3.6033e-05,7.7846e-07,APO,0.5845899999999999
217429,a0217430,2217430,217430 (2005 SN25),217430,,,Y,Y,19.6,,,,JPL 58,2459000.5,59000,20200531.0,J2000,0.270477834218412,1.229936467470751,0.8972659155230179,13.00975423499387,168.3122597576528,45.16318437231407,45.10118776877938,1.5626070194184842,0.7225702159789694,2458938.0822767513,20200329.5822768,498.2214766661209,1.3640560620564601,0.0277986,10.818381162,6.0369e-08,3.5364e-09,7.611900000000001e-08,6.7011e-06,2.1063e-05,2.4976e-05,1.0532999999999999e-05,4.4929e-09,3.1164e-09,1.4572e-05,2.1488e-06,APO,0.57447
217627,a0217628,2217628,217628 Lugh (1990 HA),217628,Lugh,,Y,Y,16.6,1.4,,,29,2459000.5,59000,20200531.0,J2000,0.705030147197385,2.5514303585013107,0.7525950372832548,4.039078196649536,182.4365796530502,310.8690253660298,131.91683521780323,4.350265679719366,0.2418402013803974,2458455.0289225494,20181202.528922502,1488.586256317847,4.07552705357385,0.0208625,8.119059125,2.5111000000000003e-07,3.1450999999999995e-08,6.482899999999999e-07,3.2858e-05,0.00027737,0.00027456,1.3000000000000001e-05,5.3625e-08,4.4717e-09,4.9158999999999995e-05,2.7524e-05,APO,0.49341
220838,a0220839,2220839,220839 (2004 VA),220839,,,Y,Y,17.3,,,,139,2459000.5,59000,20200531.0,J2000,0.5963411915868433,1.9008643901924198,0.7673006547000739,3.6980860815499086,109.6363470511932,43.134368433080255,299.5195795781028,3.0344281256847663,0.3760775176130398,2459161.319026901,20201107.8190269,957.2494582630634,2.62080618278731,0.024046099999999997,9.358020737,2.8549000000000003e-08,5.3322e-09,5.3139000000000004e-08,3.3227e-06,6.4291e-05,6.4432e-05,2.746e-06,8.512e-09,1.5824000000000002e-09,7.7364e-06,4.0279e-06,APO,0.4972
221454,a0221455,2221455,221455 (2006 BC10),221455,,,Y,Y,19.4,,,,77,2459000.5,59000,20200531.0,J2000,0.6582468973140722,2.0148124343238862,0.6885684007603752,0.9276696419048608,21.24103814832052,234.03419147011581,311.2992061741104,3.3410564678873964,0.3446292542505666,2459141.813580392,20201019.313580398,1044.6008153975752,2.8599611646750898,0.00631418,2.4572894306,2.7807e-08,6.5423e-09,5.7356e-08,9.455e-06,0.00044679,0.00044679,1.9652e-05,1.0849e-08,1.6785999999999998e-09,5.7619e-05,5.0879e-06,APO,0.53137
221979,a0221980,2221980,221980 (1996 EO),221980,,,Y,Y,19.0,0.43200000000000005,0.2,0.048,25,2459000.5,59000,20200531.0,J2000,0.4005936787232637,1.3415128311410702,0.804111271059808,21.59103852535296,356.4809580981291,64.69695457314208,278.5566122146104,1.878914391222331,0.6343249991041561,2459128.8937853635,20201006.3937854,567.5324171496006,1.55381907501602,0.0329933,12.840002560999999,1.7739e-07,6.0925e-09,2.3925000000000003e-07,4.486e-05,2.3262e-05,4.0892e-05,3.098e-05,8.5332e-09,4.3212e-09,4.931e-05,3.8662e-06,APO,0.6046699999999999
226513,a0226514,2226514,226514 (2003 UX34),226514,,,Y,Y,20.1,,,,74,2459000.5,59000,20200531.0,J2000,0.6157786442684243,1.095137980409821,0.4207753995462011,2.5634305999737816,4.3452753504577215,218.53007121569541,305.10771273551734,1.7695005612734398,0.8600046757374095,2459064.327893979,20200802.827894,418.6023752618771,1.1460708426061001,0.015119,5.88386123,3.8061e-08,1.783e-09,4.2148e-08,1.7493000000000001e-06,7.4562e-05,7.4322e-05,5.8611000000000005e-06,2.8810000000000003e-09,2.1003000000000003e-09,6.9486e-06,1.0223e-06,APO,0.52912
226553,a0226554,2226554,226554 (2003 WR21),226554,,,Y,Y,19.5,,,,78,2459000.5,59000,20200531.0,J2000,0.2613790328337064,1.1184882010900539,0.8261388368532236,9.275159175535027,85.83980055753052,107.9832269569502,229.8966661365892,1.410837565326885,0.8332147764911774,2459156.6462152787,20201103.1462153,432.0614686120031,1.18291983192882,0.0295988,11.518964996,4.3419999999999994e-08,2.604e-09,4.7718e-08,5.586900000000001e-06,2.6713000000000003e-05,2.9610999999999998e-05,1.3420999999999999e-05,3.2847e-09,2.9098e-09,1.6295999999999998e-05,1.5088999999999999e-06,APO,0.48195
228367,a0228368,2228368,228368 (2000 WK10),228368,,,Y,Y,18.5,,,,JPL 63,2459000.5,59000,20200531.0,J2000,0.7021244735505707,1.4789525438818232,0.4405437676025207,14.738148049947991,57.97198764814321,244.4781377455629,354.1694770597757,2.517361320161126,0.547990104064307,2459011.139832539,20200610.6398325,656.9461698851294,1.79862058832342,0.0227961,8.871558237,8.1134e-08,1.0341e-08,1.2110999999999998e-07,9.1368e-06,4.1266e-05,3.9946e-05,1.7065e-05,1.7602e-08,5.7475e-09,3.1210999999999996e-05,6.8903e-06,APO,0.49061000000000005
230110,a0230111,2230111,230111 (2001 BE10),230111,,,Y,Y,19.1,,0.253,,120,2459000.5,59000,20200531.0,J2000,0.3691992959804846,0.8231081054050599,0.5192171723736813,17.50733464773065,297.7780155664091,30.563917175082068,90.37475126753384,1.126999038436439,1.3198323116097022,2458932.025580581,20200323.525580604,272.7619234908218,0.746781446929012,0.0415019,16.151294423,1.5645999999999999e-07,1.338e-09,1.293e-07,1.327e-05,4.5236e-06,1.4442999999999999e-05,3.0626e-05,1.832e-09,3.2182e-09,2.3216e-05,6.6508e-07,ATE,0.41881
230548,a0230549,2230549,230549 (2003 BH),230549,,,Y,Y,20.5,,,,46,2459000.5,59000,20200531.0,J2000,0.356117741644945,1.456359376391256,0.9377239642473616,13.11454956205363,119.77488624738399,313.41662005516497,341.37490827177163,1.9749947885351509,0.5607912639407535,2459033.712164536,20200703.2121645,641.9500857952618,1.75756354769408,0.028395499999999997,11.050676735,4.9417e-08,2.4881999999999997e-09,7.2999e-08,9.3206e-06,1.301e-05,1.5902e-05,8.8346e-06,3.3743000000000002e-09,1.4372000000000002e-09,1.5808e-05,1.6452000000000001e-06,APO,0.57203
231936,a0231937,2231937,231937 (2001 FO32),231937,,,Y,Y,17.7,,,,52,2459000.5,59000,20200531.0,J2000,0.8261163572437782,1.701220742520031,0.2958144598418275,38.97422321190287,181.74355572629008,123.300966267699,210.3335260482482,3.106627025198235,0.4441841628347737,2459337.446893821,20210502.9468938,810.4746411994695,2.21895863435857,0.00360703,1.4037478651,1.5135e-07,1.9754e-08,2.5669e-07,5.2554e-05,1.5972e-05,2.8114000000000002e-05,5.372899999999999e-05,3.6073e-08,7.7365e-09,0.00012678,1.4115999999999998e-05,APO,0.47316
232690,a0232691,2232691,232691 (2004 AR1),232691,,,Y,Y,19.8,,,,JPL 106,2459000.5,59000,20200531.0,J2000,0.469444253150111,1.576016197568642,0.8361644507485532,9.077384445497481,336.5262137003346,50.279628750056574,129.6433057277883,2.315867944388732,0.4981533542340162,2458740.2522176136,20190913.752217602,722.6690273993091,1.9785599655011898,0.0311892,12.137900964000002,8.4716e-09,1.9093e-09,1.351e-08,7.341900000000001e-06,2.269e-05,2.3437e-05,2.7892000000000003e-06,2.8056e-09,9.052400000000001e-10,5.218e-06,1.3132e-06,APO,0.5355
234144,a0234145,2234145,234145 (2000 EW70),234145,,,Y,Y,21.3,,,,73,2459000.5,59000,20200531.0,J2000,0.3213234974987577,0.9375634303033784,0.6363022697513641,5.427547664664202,178.045909091284,125.7617992845755,357.4262795468406,1.2388245908553932,1.085683118373451,2459002.870600048,20200602.3706,331.5884661993686,0.9078397431878679,0.0102943,4.006232731,4.3909e-08,5.465900000000001e-10,4.1505e-08,3.4022000000000002e-06,4.8295e-06,5.052e-06,5.5271e-06,7.222200000000001e-10,9.4941e-10,5.0898e-06,2.8997e-07,ATE,0.5233300000000001
235755,a0235756,2235756,235756 (2004 VC),235756,,,Y,Y,18.7,1.136,0.042,0.027999999999999997,59,2459000.5,59000,20200531.0,J2000,0.2588901044552013,1.133361407289759,0.8399453541710192,39.14474396194554,194.16830838041992,94.19644374497057,30.85253719801834,1.4267774604084988,0.8168671730151755,2458962.730656076,20200423.230656102,440.70812476303536,1.2065930862779901,0.035874800000000005,13.961395915999999,8.587099999999999e-08,3.7536999999999996e-09,9.894299999999999e-08,3.1576e-05,5.2239e-06,1.3004000000000001e-05,1.3409000000000002e-05,4.7255e-09,4.0582e-09,1.6281e-05,2.1895e-06,APO,0.37535999999999997
