,id,spkid,full_name,pdes,name,prefix,neo,pha,H,diameter,albedo,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,rms
162881,a0162882,2162882,162882 (2001 FD58),162882,,,Y,Y,18.7,,,,105,2459000.5,59000,20200531.0,J2000,0.5751535882079704,1.092300465835973,0.4640599335091753,6.497241250916853,341.1801503558403,46.00327507088895,47.0563107158327,1.72054099816277,0.8633579562588648,2458945.996175283,20200406.4961753,416.9765244997168,1.1416195058171599,0.0326528,12.707490175999999,9.757300000000001e-08,1.9992000000000003e-09,1.0669000000000001e-07,7.2083e-06,2.7433000000000003e-05,2.7866e-05,8.4904e-06,3.1491e-09,2.3703000000000004e-09,9.7997e-06,1.1448e-06,APO,0.42065
162921,a0162922,2162922,162922 (2001 OY13),162922,,,Y,Y,20.8,,,,40,2459000.5,59000,20200531.0,J2000,0.3817243014951963,1.3182623446610358,0.8150495719578824,10.300004391852971,284.2390087575502,291.21701558883586,212.4576090759668,1.8214751173641899,0.6511803750683537,2459227.0768388803,20210112.5768389,552.8422135912975,1.5135994896407898,0.013219700000000001,5.144710648999999,1.4043e-07,1.085e-08,1.8698e-07,2.0399999999999998e-05,3.8489000000000004e-05,4.327e-05,4.4326e-05,1.4992e-08,8.0397e-09,7.084100000000001e-05,6.8255999999999995e-06,APO,0.48
162978,a0162979,2162979,162979 (2001 RA12),162979,,,Y,Y,18.2,,,,27,2459000.5,59000,20200531.0,J2000,0.5441833493190134,2.03698600578544,0.92849213864116,17.088804500048973,311.58991555141085,326.0721333301708,177.2696645720835,3.1454798729297204,0.3390174132492326,2458477.6074946467,20181225.1074946,1061.892356943157,2.9073028253063797,0.021011099999999998,8.176889787,1.1288e-07,5.0801e-08,2.4428e-07,2.1936999999999997e-05,5.0291000000000004e-05,5.9387e-05,9.4197e-05,7.8447e-08,1.2682e-08,0.00025835,3.9725e-05,APO,0.64741
162997,a0162998,2162998,162998 (2001 SK162),162998,,,Y,Y,17.9,0.875,0.161,0.005,155,2459000.5,59000,20200531.0,J2000,0.47497823687049107,1.9252403544738683,1.0107930853539508,1.681780640676743,285.3799317570016,186.401867326144,311.34852013113687,2.839687623593785,0.3689577520045471,2459132.3619262083,20201009.861926198,975.7214695832256,2.6713797935201202,0.0276069,10.743777273,3.5977e-08,2.547e-09,6.923999999999999e-08,3.0791000000000003e-06,0.00014208,0.00014179,6.5069e-06,3.7567e-09,7.3216e-10,1.783e-05,1.9362e-06,APO,0.43116000000000004
163013,a0163014,2163014,163014 (2001 UA5),163014,,,Y,Y,17.5,,,,57,2459000.5,59000,20200531.0,J2000,0.4454041312214457,1.787215532065935,0.9911823507006332,9.937161064337268,58.647166631135576,27.67205670985867,267.7966562882607,2.5832487134312356,0.4125139871159536,2459224.015678477,20210109.5156785,872.6976811547667,2.38931603327794,0.0323987,12.608602079,6.085200000000001e-08,9.6786e-09,1.0772e-07,8.035e-06,2.8991e-05,3.2084e-05,2.6918000000000002e-05,1.3989e-08,3.3509e-09,6.701399999999999e-05,7.0891e-06,APO,0.60849
163025,a0163026,2163026,163026 (2001 XR30),163026,,,Y,Y,21.0,,,,16,2459000.5,59000,20200531.0,J2000,0.3651755793162605,1.297024914180273,0.8233830897568685,11.85947043874135,247.8959753914224,294.42443211599635,118.55683442453069,1.770666738603677,0.6672392665415217,2458822.8173599495,20191205.3173599,539.5365921223066,1.47717068342863,0.02166,8.4294222,1.6327e-07,2.3028e-08,2.0552e-07,2.5078000000000003e-05,6.2486e-05,8.1567e-05,8.1504e-05,3.1437e-08,1.777e-08,0.00011774,1.4369e-05,APO,0.63679
163050,a0163051,2163051,163051 (2001 YJ4),163051,,,Y,Y,16.4,,,,197,2459000.5,59000,20200531.0,J2000,0.5693961386713731,2.27074974985225,0.9777936103973924,9.284298016162706,247.8306160041473,322.36752547,108.05713912709551,3.5637058893071067,0.2880382484778689,2458625.351422691,20190521.851422697,1249.83401302574,3.421859036347,0.0267187,10.398116479,2.9402e-08,3.4586999999999996e-09,6.6705e-08,5.0968e-06,2.7252e-05,2.7471e-05,2.8337e-06,5.428e-09,6.5809e-10,9.5206e-06,2.8555e-06,APO,0.5572
163066,a0163067,2163067,163067 (2002 AP3),163067,,,Y,Y,19.8,,,,12,2459000.5,59000,20200531.0,J2000,0.5880226742432875,2.043248101121929,0.8417718885576932,7.599820185318551,87.428891248013,117.6815526952095,75.06266202641362,3.2447243136861634,0.3374600899378233,2458778.065809218,20191021.565809198,1066.792817089362,2.92071955397498,0.0107023,4.165014091000001,8.8405e-08,1.7415e-08,1.8322e-07,4.5742e-05,0.00017835,0.00018593,5.5858999999999995e-05,2.7655e-08,4.3143e-09,0.00016695,1.3639000000000001e-05,APO,0.62642
163131,a0163132,2163132,163132 (2002 CU11),163132,,,Y,Y,18.5,0.46,0.408,0.017,121,2459000.5,59000,20200531.0,J2000,0.2952601107937529,1.219649478593345,0.8595356384143309,48.779784364562204,157.75399624671968,110.5378804721685,138.4441679720973,1.5797633187723592,0.7317311141917066,2458811.299123767,20191123.7991238,491.9839993378817,1.3469787798436201,2.87255e-05,0.011179102835,4.1224e-08,3.4034999999999997e-09,4.8369e-08,2.6509e-06,5.6629e-07,1.0300999999999998e-05,8.4787e-06,4.4084e-09,3.0629000000000002e-09,1.1055e-05,2.0593e-06,APO,0.37916
163242,a0163243,2163243,163243 (2002 FB3),163243,,,Y,Y,16.4,1.682,0.172,0.013000000000000001,JPL 201,2459000.5,59000,20200531.0,J2000,0.6016825071224667,0.7615980636649624,0.3033578312994118,20.277775634165238,203.5893768354886,148.3101675792037,256.6655626069769,1.219838296030513,1.482911820773954,2459070.1834673146,20200808.6834673,242.7656148914576,0.664656029819186,0.00347942,1.3540858813999999,4.4821000000000007e-07,3.095e-09,3.4188000000000004e-07,3.0146999999999998e-05,5.9861e-05,5.1221e-05,6.3667e-05,4.9573e-09,9.0395e-09,4.2912e-05,1.4799e-06,ATE,0.47886000000000006
163248,a0163249,2163249,163249 (2002 GT),163249,,,Y,Y,18.5,,,,187,2459000.5,59000,20200531.0,J2000,0.3348083810304887,1.344465424637453,0.8943271324631187,6.9683201525359975,201.7506108512099,135.10254149587792,128.2797999604004,1.794603716811787,0.6322365758761544,2458797.6015837183,20191110.1015837,569.4071076180801,1.55895169779077,0.0154,5.993218,2.1945000000000002e-08,1.5855e-09,2.9661e-08,1.0313e-06,1.8672e-05,1.6982e-05,3.2908999999999997e-06,2.1163000000000002e-09,1.1184000000000002e-09,4.8826e-06,1.0072e-06,APO,0.40475
163347,a0163348,2163348,163348 (2002 NN4),163348,,,Y,Y,20.1,,,,121,2459000.5,59000,20200531.0,J2000,0.4345260772048136,0.8763943309732344,0.4955781402508977,5.417654681502917,259.4798567877345,222.2322523960648,83.7738700246247,1.2572105216955711,1.201309010257178,2458930.764512037,20200322.264512,299.67310402752287,0.8204602437440741,0.00693791,2.7000264347000003,1.1081e-07,1.7601e-09,9.751899999999999e-08,7.3085e-06,8.1944e-05,7.64e-05,3.8793e-05,2.5249e-09,3.619e-09,3.2164e-05,9.027799999999999e-07,ATE,0.54737
163363,a0163364,2163364,163364 (2002 OD20),163364,,,Y,Y,18.8,,,,105,2459000.5,59000,20200531.0,J2000,0.3690422893509795,1.365424166932939,0.8615249064328535,4.188802697157619,259.9632899010636,275.2533361372025,175.5235173777681,1.869323427433025,0.617735693363343,2458716.359842221,20190820.8598422,582.7735127946595,1.5955469207246,0.026306200000000002,10.237583854,2.3077000000000002e-08,4.306600000000001e-09,3.1605e-08,4.4044e-06,3.1668e-05,3.2161e-05,8.986e-06,5.8959e-09,2.9225e-09,1.3284e-05,2.7571e-06,APO,0.5068199999999999
163372,a0163373,2163373,163373 (2002 PZ39),163373,,,Y,Y,18.9,,,,JPL 121,2459000.5,59000,20200531.0,J2000,0.5463568956242264,1.4690758113366016,0.6664361116180942,1.6681919896893969,328.9010285574161,259.9939878371605,30.459481628097738,2.271715511055109,0.5535256643339427,2458945.471871061,20200405.971871104,650.3763478305708,1.78063339584003,0.00272421,1.0601808057,1.5747e-08,1.2980000000000001e-08,2.4429e-08,4.6933e-06,4.5898999999999995e-05,4.6389e-05,3.1999000000000005e-07,2.0072e-08,7.3363e-09,3.0884e-07,8.6199e-06,APO,0.28767
163682,a0163683,2163683,163683 (2002 YP2),163683,,,Y,Y,19.0,,,,JPL 47,2459000.5,59000,20200531.0,J2000,0.6882550799456828,1.5770241972954049,0.4916292823095798,20.62387016228843,52.496530702389606,281.3615661310741,315.37476939959487,2.66241911228123,0.4976758173025039,2459090.1672674245,20200828.667267397,723.3624529945364,1.9804584613129,0.0205925,8.013983225,7.393e-08,1.1532e-08,1.178e-07,9.4453e-06,3.7234e-05,2.7628e-05,4.3159e-05,1.9469e-08,5.4589e-09,8.7676e-05,7.9343e-06,APO,0.46611
163696,a0163697,2163697,163697 (2003 EF54),163697,,,Y,Y,20.0,,,,63,2459000.5,59000,20200531.0,J2000,0.4728980752223987,1.609049495579981,0.8481330861826366,2.951648090870143,268.50260205809366,353.71445573527495,123.8591602576822,2.369965904977326,0.4828919533363576,2458744.0054375995,20190917.5054376,745.5083844589196,2.0410907172044297,0.0419309,16.318248352999998,3.0814e-08,4.4491e-09,4.8208000000000004e-08,4.1337e-06,0.00014704,0.00014547,9.8144e-06,6.5531000000000005e-09,2.0027999999999997e-09,1.9315e-05,3.0919999999999998e-06,APO,0.58613
163817,a0163818,2163818,163818 (2003 RX7),163818,,,Y,Y,18.4,0.386,0.516,0.018000000000000002,141,2459000.5,59000,20200531.0,J2000,0.3545444035018765,1.229061680239444,0.7933047399519361,10.39012178074325,241.0556349988665,245.8281677474775,351.5047670610009,1.664818620526952,0.7233417895329152,2459012.2444243673,20200611.7444244,497.69003424019434,1.3626010519923202,0.0265634,10.337678378,3.4394e-08,2.0796999999999998e-09,4.2045000000000004e-08,4.0241e-06,1.9007e-05,1.9974000000000002e-05,1.0940999999999999e-05,2.8171e-09,1.836e-09,1.5131e-05,1.2632e-06,APO,0.48755
163898,a0163899,2163899,163899 (2003 SD220),163899,,,Y,Y,17.9,,,,111,2459000.5,59000,20200531.0,J2000,0.2106631516086831,0.8266894576580941,0.652536451106167,8.51489553238759,273.9156705601114,326.9343547656285,192.5108670307748,1.000842464210021,1.3112650170015678,2459128.2309550685,20201005.7309551,274.5440436008899,0.7516606258751259,0.0181332,7.056897444,1.2839e-08,2.3544e-09,1.1654999999999999e-08,2.4112e-06,2.7210000000000003e-06,4.8574e-06,4.648e-06,2.8503e-09,5.6016e-09,3.8056e-06,1.1728e-06,ATE,0.20382
164120,a0164121,2164121,164121 (2003 YT1),164121,,,Y,Y,16.2,1.7169999999999999,0.486,0.55,149,2459000.5,59000,20200531.0,J2000,0.2920114422110329,1.109606259744558,0.7855885355501595,44.06062776791092,38.329529835035316,91.04463201593742,325.9973299774697,1.433623983938956,0.8432390819077762,2459040.8238781886,20200710.3238782,426.9251837634498,1.16885745041328,0.0023103,0.899099451,1.4165000000000001e-08,6.9713e-10,1.6153e-08,5.849600000000001e-06,7.0529e-07,2.9163999999999997e-06,2.9394e-06,9.0071e-10,7.9468e-10,3.5160000000000003e-06,4.0234000000000004e-07,APO,0.32158000000000003
164201,a0164202,2164202,164202 (2004 EW),164202,,,Y,Y,20.8,,,,73,2459000.5,59000,20200531.0,J2000,0.2791241125739102,0.9881856140605604,0.7123591814776019,4.6695080253350785,342.9208395351508,56.167375614826796,273.89515502023187,1.2640120466435192,1.003335741248276,2459086.318576414,20200824.8185764,358.80312561387944,0.982349419887418,0.0236949,9.221344233,3.2763000000000003e-07,9.3692e-09,3.3044000000000004e-07,8.0726e-06,2.0182e-05,2.8158e-05,8.221799999999999e-05,1.1983999999999998e-08,1.4269e-08,8.3124e-05,5.1028e-06,ATE,0.52012
164206,a0164207,2164207,164207 (2004 GU9),164207,,,Y,Y,21.1,0.163,0.21899999999999997,0.008,JPL 69,2459000.5,59000,20200531.0,J2000,0.1360341768030842,1.00137799679443,0.865156365331778,13.65043547941818,38.532493065669215,279.85357451189043,289.2554253197044,1.137599628257081,0.9835739258053909,2459072.4260371025,20200810.9260371,366.01214261065036,1.00208663274648,0.000733747,0.28555231999,1.8171e-07,1.8663e-09,1.8117e-07,1.188e-05,1.3965e-05,2.5488e-05,3.098e-05,2.1201999999999998e-09,2.7496999999999997e-09,3.1423e-05,1.0232e-06,APO,0.62095
164210,a0164211,2164211,164211 (2004 JA27),164211,,,Y,Y,19.4,,,,JPL 103,2459000.5,59000,20200531.0,J2000,0.4232168443249233,1.666405382980244,0.9611545554292801,2.258060044136705,67.77606823977472,270.1861488528367,115.8066447466453,2.371656210531209,0.4581767888520765,2458747.7446279163,20190921.2446279,785.7229103681785,2.15119208861924,0.032742,12.74220414,2.2947999999999998e-08,1.6155e-09,3.8236e-08,5.1701e-06,7.5554e-05,7.6351e-05,4.6265e-06,2.2993e-09,6.662799999999999e-10,1.0138999999999999e-05,1.1426e-06,APO,0.58011
164215,a0164216,2164216,164216 (2004 OT11),164216,,,Y,Y,17.2,,,,80,2459000.5,59000,20200531.0,J2000,0.5653846753231008,2.151297682132055,0.9349869405964839,19.94600197538229,295.09517363179987,326.3338185826568,27.80576732052693,3.367608423667627,0.3123584865808209,2458911.481233054,20200302.9812331,1152.521911412361,3.1554330223473297,0.017382599999999998,6.764786442,1.0095e-07,5.8044e-08,2.3703000000000003e-07,1.3572e-05,2.4664e-05,2.6441e-05,5.9778e-05,9.0861e-08,1.2642e-08,0.0001878,4.6643999999999996e-05,APO,0.53684
164399,a0164400,2164400,164400 (2005 GN59),164400,,,Y,Y,17.3,,,,JPL 145,2459000.5,59000,20200531.0,J2000,0.4680662592415126,1.656462907416781,0.8811285107698885,6.627151018341858,219.0006955828508,203.00997990609417,150.1651806536516,2.431797304063674,0.4623080981105999,2458675.6837545843,20190711.1837546,778.7014795355707,2.13196845868739,0.0496492,19.321979164000002,2.5781e-08,1.0545e-08,3.862e-08,3.7469e-06,1.7108e-05,1.8565999999999998e-05,2.0767e-05,1.5481e-08,4.4145000000000004e-09,4.1825e-05,7.435700000000001e-06,APO,0.39276
168317,a0168318,2168318,168318 (1989 DA),168318,,,Y,Y,18.9,0.9,,,23,2459000.5,59000,20200531.0,J2000,0.5433447239033703,2.161517569914402,0.9870684026769776,6.495621414716089,349.127280013347,139.81376438518092,307.0012996498257,3.3359667371518267,0.3101458103582115,2459171.3831735924,20201117.883173604,1160.744359513379,3.1779448583528502,0.042693800000000004,16.615146146,1.031e-07,7.991e-09,2.241e-07,2.3205e-05,7.055600000000001e-05,7.6036e-05,2.6883000000000003e-05,1.2333e-08,1.7199e-09,8.757e-05,6.436799999999999e-06,APO,0.562
170085,a0170086,2170086,170086 (2002 XR14),170086,,,Y,Y,17.9,,,,70,2459000.5,59000,20200531.0,J2000,0.6253016165633805,1.905389220479804,0.7139462607313434,2.130039870579665,75.66646746617118,120.11676776023491,190.46639990304038,3.096832180228266,0.3747386759855202,2459452.90486494,20210826.4048649,960.6694559968778,2.63016962627482,0.011063600000000002,4.305621212,6.9095e-08,9.417e-09,1.3021e-07,1.1284e-05,0.00016899,0.00016925,1.2625e-05,1.5305999999999998e-08,2.7781e-09,3.6367e-05,7.1219e-06,APO,0.6356
170902,a0170903,2170903,170903 (2004 WS2),170903,,,Y,Y,18.1,,,,105,2459000.5,59000,20200531.0,J2000,0.6030013351315722,1.3365155852807642,0.5305949029323085,8.262842029714081,87.75314981117155,115.3459334097825,327.1910156916634,2.142436267629218,0.6378859443172527,2459051.933935174,20200721.4339352,564.3642146486206,1.54514500930492,0.029899000000000002,11.63579383,5.7842e-08,8.0113e-09,7.4945e-08,3.428e-06,3.0601999999999996e-05,2.9655e-05,3.3861999999999995e-05,1.2842e-08,5.735399999999999e-09,5.3535e-05,5.0744e-06,APO,0.5898800000000001
171575,a0171576,2171576,171576 (1999 VP11),171576,,,Y,Y,18.6,,,,87,2459000.5,59000,20200531.0,J2000,0.5835758556154804,1.085703647385372,0.4521132124176056,17.27974531627799,208.104862245512,61.72512545225185,157.35303109964389,1.7192940823531384,0.8712386404767384,2458819.8915836727,20191202.3915837,413.2048135548825,1.13129312403801,0.00197534,0.7687430678,5.5362e-08,3.438e-09,5.994100000000001e-08,6.5724e-06,4.5219e-06,6.5788e-06,5.4995000000000005e-06,5.4442999999999995e-09,4.1383e-09,5.6411e-06,1.9627000000000003e-06,APO,0.39885
171838,a0171839,2171839,171839 (2001 JM1),171839,,,Y,Y,19.1,,,,77,2459000.5,59000,20200531.0,J2000,0.3108344743865554,1.4609006721255133,1.006802379574414,17.07199157274511,226.68706462085672,321.8894367355132,305.7688699692115,1.914998964676613,0.5581784181392714,2459097.657339425,20200905.157339398,644.9550686679833,1.7657907424174801,0.0463397,18.034021049,5.439e-08,3.9244e-09,8.0934e-08,8.3815e-06,9.9886e-06,1.4055999999999999e-05,2.0708000000000002e-05,5.1442e-09,2.2491e-09,3.7471999999999996e-05,2.5988e-06,APO,0.45614
172677,a0172678,2172678,172678 (2003 YM137),172678,,,Y,Y,18.7,,,,52,2459000.5,59000,20200531.0,J2000,0.6892832010729201,2.5936168030453,0.8058803106857225,2.701974490924409,77.05942175365362,127.2314490432077,309.39143848035985,4.381353295404879,0.2359637867880953,2459214.9759677257,20201231.4759677,1525.65783462059,4.177023503410241,0.00638058,2.4831303186,7.9358e-08,1.7837e-07,1.6944000000000001e-07,8.4383e-06,0.00025442,0.00025139,0.00015069,3.0132e-07,2.4342e-08,0.00066072,0.00015739,APO,0.40360999999999997
173560,a0173561,2173561,173561 (2000 YV137),173561,,,Y,Y,18.3,,,,JPL 126,2459000.5,59000,20200531.0,J2000,0.3109357965207724,1.4480378972861192,0.9977910803011949,28.00124109743431,137.23480056653878,211.3554795033777,145.28847954531508,1.8982847142710433,0.565632274135597,2458743.6396930683,20190917.139693104,636.455903351969,1.74252129596706,0.0197476,7.6851734920000006,2.7400999999999998e-08,4.5684e-09,4.0396e-08,6.3204e-06,7.7127e-06,1.179e-05,8.735e-06,5.9888999999999995e-09,2.6768e-09,1.5765999999999998e-05,3.0119e-06,APO,0.5384399999999999
175705,a0175706,2175706,175706 (1996 FG3),175706,,,Y,Y,18.4,1.196,0.07200000000000001,0.36200000000000004,146,2459000.5,59000,20200531.0,J2000,0.3497120802591642,1.053809165726093,0.6852793701838469,1.991210270296086,299.6799909643187,24.05137270587787,15.707998063086581,1.4223389612683401,0.9110896571249992,2458983.259108349,20200513.7591083,395.13125539807214,1.08181041861211,0.028328700000000002,11.024680179,1.1089e-08,6.455800000000001e-10,1.1791000000000001e-08,2.5947000000000003e-06,8.3702e-05,8.2972e-05,3.5456999999999998e-06,8.7135e-10,8.3723e-10,3.8774e-06,3.631e-07,APO,0.32084
175728,a0175729,2175729,175729 (1998 BB10),175729,,,Y,Y,20.3,,,,JPL 37,2459000.5,59000,20200531.0,J2000,0.4245985719078701,1.271753058329885,0.7317685259435494,11.53563698679684,124.3001235280815,259.2131789647827,260.8933094092694,1.8117375907162199,0.6872264841089705,2459144.712560025,20201022.21256,523.8447707188718,1.4342088178476997,0.0228568,8.895180856,4.5216000000000006e-08,2.0044000000000002e-09,5.8339e-08,7.4097e-06,2.167e-05,2.1992e-05,1.648e-05,2.8555000000000003e-09,1.6247e-09,2.4091e-05,1.2384999999999999e-06,APO,0.5282600000000001
177048,a0177049,2177049,177049 (2003 EE16),177049,,,Y,Y,19.9,,,,JPL 83,2459000.5,59000,20200531.0,J2000,0.6141409151304658,1.417433971761077,0.5469297752067184,0.6502908335162627,127.14527685757758,259.58369627601485,150.82675870706382,2.287938168315435,0.5840497171095999,2458742.256986968,20190915.756986998,616.3858819786814,1.6875725721524502,0.000110608,0.04304531536,3.5649000000000004e-08,7.6014e-09,5.297799999999999e-08,5.476900000000001e-06,0.00025598,0.00025596,1.0622000000000001e-05,1.2270000000000002e-08,4.698199999999999e-09,1.6116e-05,4.9583e-06,APO,0.6046199999999999
177613,a0177614,2177614,177614 (2004 HK33),177614,,,Y,Y,17.4,,,,86,2459000.5,59000,20200531.0,J2000,0.5204684942487948,1.888298190334732,0.9054984745184896,5.439306650611303,104.7908239940161,221.4183165560579,46.84126341952818,2.8710979061509736,0.3798378232944706,2458877.180887087,20200128.6808871,947.772912338192,2.5948608140676,0.0089411,3.479607887,6.9268e-08,1.9408e-08,1.2774e-07,7.2716e-06,7.2209e-05,7.256e-05,3.0291999999999997e-05,2.9509e-08,5.8560000000000005e-09,7.7899e-05,1.4612e-05,APO,0.69623
179805,a0179806,2179806,179806 (2002 TD66),179806,,,Y,Y,20.2,,,,62,2459000.5,59000,20200531.0,J2000,0.5350601772754009,1.857336399431374,0.8635496562915682,4.927524821431119,335.5564857918839,125.8875853700144,317.5672521611401,2.8511231425711805,0.3893751389165593,2459109.4765205784,20200916.9765206,924.5582576270897,2.53130255339381,0.00515482,2.0061012994,4.734e-08,1.9678e-08,8.003399999999999e-08,1.0001e-05,1.7719e-05,2.1481e-05,2.6402e-05,3.0207e-08,6.188100000000001e-09,6.9533e-05,1.4693e-05,APO,0.48408999999999996
180185,a0180186,2180186,180186 (2003 QZ30),180186,,,Y,Y,17.5,,,,128,2459000.5,59000,20200531.0,J2000,0.6316508328336591,2.419669393474213,0.8912832059041117,8.568074497789004,178.08729528280782,243.09276330719828,140.056339258279,3.948055581044314,0.2618605207715332,2458465.649084537,20181213.1490845,1374.777682940954,3.76393616137154,0.0451837,17.584140529000003,2.0948000000000003e-08,3.4012e-09,4.9912000000000004e-08,8.036799999999999e-06,2.6939e-05,2.9303e-05,3.1888e-06,5.5496e-09,5.521299999999999e-10,1.1643e-05,2.8987e-06,APO,0.49477
184265,a0184266,2184266,184266 (2004 VW14),184266,,,Y,Y,19.4,,,,75,2459000.5,59000,20200531.0,J2000,0.6006309412196182,2.117976594993968,0.845854319261619,3.8515844749856836,101.15782071291929,42.2866918495784,350.0229874658318,3.390098870726318,0.3197586775056467,2459031.7016943903,20200701.201694395,1125.8490396828802,3.08240667948769,0.00991898,3.8601694466,1.7208e-08,7.488399999999999e-09,3.4931000000000004e-08,2.8769999999999997e-06,3.0407e-05,3.0591e-05,8.959199999999999e-06,1.1986e-08,1.6958e-09,2.818e-05,5.970900000000001e-06,APO,0.32281
185850,a0185851,2185851,185851 (2000 DP107),185851,,,Y,Y,18.2,0.863,,0.043,237,2459000.5,59000,20200531.0,J2000,0.3766456686608489,1.365328150383556,0.8510832162408617,8.671242529476325,358.68114265985014,289.7646331822859,153.592503286507,1.879573084526251,0.6178008577992382,2458751.888329512,20190925.388329502,582.7120429751592,1.59537862553089,0.015127799999999999,5.887285926000001,1.3072e-08,4.4420999999999996e-10,1.7978e-08,3.6278e-06,8.1457e-06,8.3245e-06,1.4842e-06,6.1152e-10,3.0151000000000003e-10,2.2922e-06,2.8438e-07,APO,0.42107
186843,a0186844,2186844,186844 (2004 GA1),186844,,,Y,Y,17.3,,,,JPL 87,2459000.5,59000,20200531.0,J2000,0.6726179670802024,2.431395508359636,0.7959952043588425,7.776816449755334,261.56202640073707,54.565547600546154,59.052686232660534,4.06679581236043,0.259968458372878,2458773.3467268604,20191016.846726898,1384.783378157533,3.79133026189605,0.0178013,6.927731921,3.7099e-08,9.247499999999999e-09,8.949099999999999e-08,7.4642e-06,6.479100000000001e-05,6.4652e-05,8.8902e-06,1.5467e-08,1.4831e-09,3.3108e-05,7.9002e-06,APO,0.55789
187039,a0187040,2187040,187040 (2005 JS108),187040,,,Y,Y,19.1,,,,116,2459000.5,59000,20200531.0,J2000,0.3224184625913565,1.356223331421338,0.9189518899739424,6.040649863662536,110.86393434133579,243.8818011623597,110.0037154046389,1.793494772868734,0.6240325693159396,2458824.2211953127,20191206.7211953,576.8929663312758,1.5794468619610602,0.019278999999999998,7.50280843,2.7593e-08,2.0958e-09,3.7476e-08,3.6118e-06,3.5764e-05,3.66e-05,1.3225999999999998e-05,2.7715e-09,1.4465e-09,2.0894e-05,1.3372e-06,APO,0.55302
189039,a0189040,2189040,189040 (2000 MU1),189040,,,Y,Y,19.9,,,,62,2459000.5,59000,20200531.0,J2000,0.3825362638248961,1.372901217087358,0.8477167149021073,13.094673788381481,130.0848053176693,63.649462387920686,184.0589823988492,1.8980857192726082,0.6126961323532237,2459287.65868815,20210314.158688102,587.5669536501291,1.6086706465438203,0.010160200000000001,3.954045034,1.6902000000000001e-07,9.3421e-09,2.3737e-07,8.0242e-06,5.5014e-05,6.1289e-05,2.3976999999999998e-05,1.2916000000000001e-08,6.253800000000001e-09,4.1465e-05,5.9973e-06,APO,0.5081100000000001
189864,a0189865,2189865,189865 (2003 NC),189865,,,Y,Y,19.4,,,,41,2459000.5,59000,20200531.0,J2000,0.8054086957530702,1.405843717181897,0.2735649624937774,21.61166291270645,288.51751890474765,224.1959595540349,89.11875113599977,2.5381224718700173,0.5912872405122604,2458849.7801044397,20200101.2801044,608.8411440911776,1.66691620558844,0.03872009999999999,15.068701317,1.9831e-07,1.0241e-08,2.7843000000000004e-07,4.6123999999999994e-05,1.8637e-05,3.1667e-05,2.4987e-05,1.849e-08,6.4612e-09,4.1368999999999996e-05,6.653e-06,APO,0.5723
192558,a0192559,2192559,192559 (1998 VO),192559,,,Y,Y,20.3,,,,JPL 66,2457504.5,57504,20160426.0,J2000,0.2265263661409844,1.074566920931666,0.8311491811577087,10.06109209559061,228.179477794948,75.95439030734569,323.1925492710959,1.317984660705622,0.8848178451678699,2457546.098901887,20160606.598901898,406.86340354234136,1.11393128964365,0.0265617,10.337016789,4.0631e-08,3.5991e-09,4.4372999999999996e-08,2.8334e-06,1.3653e-05,1.8035999999999998e-05,2.093e-05,4.414399999999999e-09,4.445300000000001e-09,2.3813e-05,2.0441e-06,APO,0.35567
192562,a0192563,2192563,192563 (1998 WZ6),192563,,,Y,Y,17.3,,,,JPL 155,2459000.5,59000,20200531.0,J2000,0.4077927279993967,1.452173519287905,0.8599877183290054,24.755228887787233,68.73712240417356,110.6840670149815,45.02032397324913,2.0443593202468042,0.563217712463005,2458920.5658591213,20200312.0658591,639.1844433046779,1.74999163122431,0.0350821,13.652900857,4.3971e-08,1.328e-09,6.367499999999999e-08,1.0149e-05,9.172000000000001e-06,1.4323e-05,8.5479e-06,1.8696e-09,7.725900000000001e-10,1.5152e-05,8.768e-07,APO,0.46396000000000004
192641,a0192642,2192642,192642 (1999 RD32),192642,,,Y,Y,16.3,,,,136,2459000.5,59000,20200531.0,J2000,0.7696825337383264,2.644050673690398,0.6089710518318435,6.797752731262706,309.95379735977747,300.0020255455964,318.0488790348678,4.679130295548952,0.2292447573955517,2459183.497078937,20201129.997078896,1570.3739709904721,4.29944961256803,0.049723199999999995,19.350777744000002,1.6027e-08,1.1676e-08,4.322e-08,6.5327999999999995e-06,3.5895999999999996e-05,3.5559e-05,4.5066e-06,2.0663e-08,1.5185e-09,2.0866e-05,1.0402e-05,APO,0.46656000000000003
194005,a0194006,2194006,194006 (2001 SG10),194006,,,Y,Y,20.4,,,,JPL 57,2459000.5,59000,20200531.0,J2000,0.4243814226831363,1.4485450588750768,0.8338094459690442,4.257218862557266,184.9702544542416,101.60546141222049,290.3903900405556,2.063280671781109,0.5653352431419351,2459123.629790339,20201001.129790302,636.7903016257155,1.7434368285440502,0.0173226,6.741436242000001,3.0638e-08,2.7115e-09,4.5267e-08,7.4171000000000005e-06,2.4131e-05,3.2186e-05,2.2502e-05,3.8623e-09,1.5874000000000001e-09,4.0099000000000004e-05,1.788e-06,APO,0.5704899999999999
