,name,id,nametype,recclass,massg,fall,date,reclat,reclong,GeoLocation,mass,masslog,year,place,region,country
5650,Dumas (a),7741,Valid,H5,46050.0,Found,01/01/1956 12:00:00 AM,35.9,-101.9,"(35.900000, -101.900000)",46.05,47.05,1956,Dumas,Texas,United States
5651,Dumas (b),7742,Valid,H6,2284.0,Found,01/01/1980 12:00:00 AM,35.925,-101.895,"(35.925000, -101.895000)",2.284,3.284,1980,Dumas,Texas,United States
5652,Dumont,47341,Valid,"Iron, IVB",27420.0,Found,01/01/1994 12:00:00 AM,33.81667,-100.51666999999999,"(33.816670, -100.516670)",27.42,28.42,1994,Guthrie,Texas,United States
5653,Duncanville,7744,Valid,H,17800.0,Found,01/01/1961 12:00:00 AM,32.63333,-96.86667,"(32.633330, -96.866670)",17.8,18.8,1961,Shamrock,Texas,United States
5654,Dungannon,7747,Valid,"Iron, IAB-MG",13000.0,Found,01/01/1922 12:00:00 AM,36.85,-82.45,"(36.850000, -82.450000)",13.0,14.0,1922,Coeburn,Virginia,United States
5655,Dunganville,7748,Valid,"Iron, IIIAB",54000.0,Found,01/01/1976 12:00:00 AM,-42.55,171.35,"(-42.550000, 171.350000)",54.0,55.0,1976,Greymouth,West Coast,New Zealand
5656,Dutch Flat,7753,Valid,"Iron, IIAB",48.8,Found,01/01/2002 12:00:00 AM,34.48333,-113.91667,"(34.483330, -113.916670)",0.048799999999999996,1.0488,2002,Lake Havasu City,Arizona,United States
5657,Dwight,7756,Valid,L6,4100.0,Found,01/01/1940 12:00:00 AM,38.85,-96.58333,"(38.850000, -96.583330)",4.1,5.1,1940,Council Grove,Kansas,United States
5658,Eads,7759,Valid,H4,4860.0,Found,01/01/1975 12:00:00 AM,38.47,-102.82667,"(38.470000, -102.826670)",4.86,5.86,1975,Eads,Colorado,United States
5659,Eagle Station,7761,Valid,"Pallasite, PES",36000.0,Found,01/01/1880 12:00:00 AM,38.61667,-84.96667,"(38.616670, -84.966670)",36.0,37.0,1880,Owenton,Kentucky,United States
5660,Edjudina,7766,Valid,H4,4480.0,Found,01/01/1969 12:00:00 AM,-29.58639,122.18167,"(-29.586390, 122.181670)",4.48,5.48,1969,Stoneville,Western Australia,Australia
5661,Edmond,7767,Valid,H6,4000.0,Found,01/01/1983 12:00:00 AM,39.76667,-99.91667,"(39.766670, -99.916670)",4.0,5.0,1983,Norton,Kansas,United States
5662,Edmonson (a),7768,Valid,L6,12000.0,Found,01/01/1955 12:00:00 AM,34.28333,-101.83333,"(34.283330, -101.833330)",12.0,13.0,1955,Seth Ward,Texas,United States
5663,Edmonson (b),7769,Valid,H4,14402.0,Found,01/01/1981 12:00:00 AM,34.28333,-101.83333,"(34.283330, -101.833330)",14.402,15.402,1981,Seth Ward,Texas,United States
5664,Edmonton (Canada),7770,Valid,"Iron, IIAB",7340.0,Found,01/01/1939 12:00:00 AM,53.666669999999996,-113.41667,"(53.666670, -113.416670)",7.34,8.34,1939,Edmonton,Alberta,Canada
5665,Edmonton (Kentucky),7771,Valid,"Iron, IAB-sLM",10200.0,Found,01/01/1942 12:00:00 AM,37.03333,-85.63333,"(37.033330, -85.633330)",10.2,11.2,1942,Edmonton,Kentucky,United States
5666,Efremovka,7772,Valid,CV3,21000.0,Found,01/01/1962 12:00:00 AM,52.5,77.0,"(52.500000, 77.000000)",21.0,22.0,1962,Pavlodar,Pavlodar,Kazakhstan
5667,Egvekinot,7773,Valid,"Iron, IAB-sLM",10000.0,Found,01/01/1970 12:00:00 AM,66.8,178.2,"(66.800000, 178.200000)",10.0,11.0,1970,Anadyr,Chukotskiy Avtonomnyy Okrug,Russia
5668,El Atchane 001,7778,Valid,H3,88.0,Found,01/01/1991 12:00:00 AM,29.685,4.0319400000000005,"(29.685000, 4.031940)",0.088,1.088,1991,Rouissat,Ouargla,Algeria
5677,El Atchane 010,7787,Valid,L3,30.5,Found,01/01/2002 12:00:00 AM,29.81835,4.382280000000001,"(29.818350, 4.382280)",0.0305,1.0305,2002,Rouissat,Ouargla,Algeria
5683,El Atchane 016,54595,Valid,H5,156.0,Found,01/01/1998 12:00:00 AM,29.366670000000003,4.75,"(29.366670, 4.750000)",0.156,1.156,1998,Rouissat,Ouargla,Algeria
5684,El Atchane 017,54596,Valid,H~4/5,148.0,Found,01/01/1997 12:00:00 AM,29.53333,4.316669999999999,"(29.533330, 4.316670)",0.148,1.148,1997,Rouissat,Ouargla,Algeria
5685,El Bahrain,7790,Valid,L6,14000.0,Found,01/01/1983 12:00:00 AM,28.6,26.4,"(28.600000, 26.400000)",14.0,15.0,1983,Siwa Oasis,Muhafazat Matruh,Egypt
5686,El Blida 001,7791,Valid,H5,301.2,Found,01/01/1998 12:00:00 AM,29.91667,-5.41667,"(29.916670, -5.416670)",0.30119999999999997,1.3012,1998,Mhamid,Souss-Massa-Draa,Morocco
5687,El Burro,7793,Valid,"Iron, IIAB",35900.0,Found,01/01/1939 12:00:00 AM,29.33333,-101.83333,"(29.333330, -101.833330)",35.9,36.9,1939,Ciudad Acuna,Coahuila,Mexico
5688,El Capitan,7794,Valid,"Iron, IIIAB",27500.0,Found,01/01/1893 12:00:00 AM,33.5,-105.5,"(33.500000, -105.500000)",27.5,28.5,1893,Capitan,New Mexico,United States
5689,El Carmen,7795,Valid,H6,629.0,Found,01/01/1987 12:00:00 AM,26.866670000000003,-105.23333000000001,"(26.866670, -105.233330)",0.629,1.629,1987,Jose Esteban Coronado,Chihuahua,Mexico
5690,El Djouf 001,7797,Valid,CR2,1250.0,Found,01/01/1989 12:00:00 AM,23.433329999999998,-1.41667,"(23.433330, -1.416670)",1.25,2.25,1989,Taoudenni,Tombouctou,Mali
5696,El Faiyum,7803,Valid,H5,73.5,Found,01/01/1993 12:00:00 AM,29.28333,30.85,"(29.283330, 30.850000)",0.0735,1.0735,1993,Al Fayyum,Muhafazat al Fayyum,Egypt
5697,El Golea,7804,Valid,L6,823.0,Found,01/01/1990 12:00:00 AM,30.01667,2.98333,"(30.016670, 2.983330)",0.823,1.823,1990,Metlili Chaamba,Ghardaia,Algeria
5698,El Gouanem,7805,Valid,Ureilite,2100.0,Found,01/01/2000 12:00:00 AM,30.1,-6.85,"(30.100000, -6.850000)",2.1,3.1,2000,Taznakht,Souss-Massa-Draa,Morocco
5699,El Hammami,7806,Valid,H5,240000.0,Found,01/01/1997 12:00:00 AM,23.28333,-10.81667,"(23.283330, -10.816670)",240.0,241.0,1997,Zouerat,Tiris Zemmour,Mauritania
5702,El Mirage,7809,Valid,"Iron, IIAB",598.0,Found,01/01/1972 12:00:00 AM,33.68333,-112.26666999999999,"(33.683330, -112.266670)",0.598,1.5979999999999999,1972,Sun City West,Arizona,United States
5703,El Mirage Dry Lake 001,7810,Valid,H5,1.5,Found,01/01/2000 12:00:00 AM,34.65433,-117.59638000000001,"(34.654330, -117.596380)",0.0015,1.0015,2000,Adelanto,California,United States
5704,El Mirage Dry Lake 002,7811,Valid,H4,13.0,Found,01/01/2001 12:00:00 AM,34.64667,-117.58108,"(34.646670, -117.581080)",0.013,1.013,2001,Adelanto,California,United States
5705,El Mirage Dry Lake 003,53845,Valid,H6,6.9,Found,01/01/2010 12:00:00 AM,34.63432,-117.56217,"(34.634320, -117.562170)",0.006900000000000001,1.0069,2010,Adelanto,California,United States
5706,El Mirage Dry Lake 004,54570,Valid,LL6,271.0,Found,01/01/2011 12:00:00 AM,34.65783,-117.59891999999999,"(34.657830, -117.598920)",0.271,1.271,2011,Adelanto,California,United States
5707,El Paso,7812,Valid,LL4,276.0,Found,01/01/1950 12:00:00 AM,31.78333,-106.23333000000001,"(31.783330, -106.233330)",0.276,1.276,1950,Homestead Meadows South,Texas,United States
5708,El Perdido,7813,Valid,H5,30250.0,Found,01/01/1905 12:00:00 AM,-38.68333,-61.1,"(-38.683330, -61.100000)",30.25,31.25,1905,Coronel Dorrego,Buenos Aires,Argentina
5709,El Pozo,7814,Valid,L5,460.0,Found,01/01/1998 12:00:00 AM,26.933329999999998,-105.4,"(26.933330, -105.400000)",0.46,1.46,1998,Valle de Ignacio Allende,Chihuahua,Mexico
5710,El Qoseir,7815,Valid,"Iron, ungrouped",2405.0,Found,01/01/1921 12:00:00 AM,26.28333,34.25,"(26.283330, 34.250000)",2.405,3.405,1921,Al Qusayr,Red Sea,Egypt
5711,El Rancho Grande,7816,Valid,Pallasite,40.7,Found,01/01/1954 12:00:00 AM,37.0,-105.0,"(37.000000, -105.000000)",0.0407,1.0407,1954,San Luis,Colorado,United States
5712,El Sampal,7817,Valid,"Iron, IIIAB",142000.0,Found,01/01/1973 12:00:00 AM,-44.53333,-70.36667,"(-44.533330, -70.366670)",142.0,143.0,1973,Jose de San Martin,Chubut,Argentina
5713,El Simbolar,7818,Valid,Iron,40000.0,Found,01/01/1938 12:00:00 AM,-30.633329999999997,-64.88333,"(-30.633330, -64.883330)",40.0,41.0,1938,Cruz del Eje,Cordoba,Argentina
5714,El Timbu,7820,Valid,Iron,500000.0,Found,01/01/1942 12:00:00 AM,-33.11667,-60.96666999999999,"(-33.116670, -60.966670)",500.0,501.0,1942,Casilda,Santa Fe,Argentina
5715,Elba,7821,Valid,H5,4175.0,Found,01/01/1966 12:00:00 AM,39.83333,-103.21667,"(39.833330, -103.216670)",4.175,5.175,1966,Akron,Colorado,United States
5716,Eldee 001,47703,Valid,L6,4514.0,Found,01/01/2006 12:00:00 AM,-31.669970000000003,141.24233,"(-31.669970, 141.242330)",4.514,5.514,2006,Broken Hill,New South Wales,Australia
7357,Elephant Moraine 96001,9595,Valid,Ureilite,5.79,Found,01/01/1996 12:00:00 AM,-76.18333,157.16666999999998,"(-76.183330, 157.166670)",0.00579,1.00579,1996,McMurdo Station,,Antarctica
7369,Elga,10012,Valid,"Iron, IIE",28800.0,Found,01/01/1959 12:00:00 AM,64.7,141.2,"(64.700000, 141.200000)",28.8,29.8,1959,Ust-Nera,Sakha,Russia
7370,Eli Elwah,10013,Valid,L6,15200.0,Found,01/01/1888 12:00:00 AM,-34.5,144.71667,"(-34.500000, 144.716670)",15.2,16.2,1888,Hay,New South Wales,Australia
7374,Elkhart,10017,Valid,H5,573.0,Found,01/01/1936 12:00:00 AM,37.01667,-101.88333,"(37.016670, -101.883330)",0.573,1.573,1936,Elkhart,Kansas,United States
7375,Ella Island,10018,Valid,L6,7500.0,Found,01/01/1971 12:00:00 AM,72.88333,-25.116670000000003,"(72.883330, -25.116670)",7.5,8.5,1971,Isafjoerdur,Westfjords,Iceland
7376,Ellerslie,10020,Valid,L5,10200.0,Found,01/01/1905 12:00:00 AM,-28.9,146.76667,"(-28.900000, 146.766670)",10.2,11.2,1905,Brewarrina,New South Wales,Australia
7377,Ellicott,10021,Valid,"Iron, IAB-ung",15700.0,Found,01/01/1960 12:00:00 AM,38.80778,-104.56944,"(38.807780, -104.569440)",15.7,16.7,1960,Cimarron Hills,Colorado,United States
7378,Ellis County,10022,Valid,H6,4692.0,Found,01/01/1948 12:00:00 AM,38.78333,-99.33333,"(38.783330, -99.333330)",4.692,5.692,1948,Hays,Kansas,United States
7379,Ellisras,10023,Valid,Iron,2066.0,Found,01/01/1970 12:00:00 AM,-23.83333,27.91667,"(-23.833330, 27.916670)",2.066,3.066,1970,Lephalale,Limpopo,South Africa
7380,Elm Creek,10024,Valid,H4,7000.0,Found,01/01/1906 12:00:00 AM,38.5,-96.2,"(38.500000, -96.200000)",7.0,8.0,1906,Emporia,Kansas,United States
7381,El-Oued,47729,Valid,H4,2305.0,Found,01/01/1952 12:00:00 AM,31.533333000000002,8.883333,"(31.533333, 8.883333)",2.305,3.305,1952,Ghadamis,Sha`biyat Nalut,Libya
7382,El-Quss Abu Said,10026,Valid,CM2,53.1,Found,01/01/1999 12:00:00 AM,27.31417,27.96467,"(27.314170, 27.964670)",0.0531,1.0531,1999,Qasr al Farafirah,Muhafazat al Wadi al Jadid,Egypt
7383,Elsinora,10027,Valid,H5,1797.0,Found,01/01/1922 12:00:00 AM,-29.45,143.6,"(-29.450000, 143.600000)",1.797,2.7969999999999997,1922,Bourke,New South Wales,Australia
7384,Eltanin,10028,Valid,Mesosiderite,1200.0,Found,01/01/1981 12:00:00 AM,-57.786669999999994,-90.79333000000001,"(-57.786670, -90.793330)",1.2,2.2,1981,Puerto Natales,Magallanes,Chile
7385,Elton,10029,Valid,"Iron, ungrouped",1900.0,Found,01/01/1936 12:00:00 AM,33.71667,-100.83333,"(33.716670, -100.833330)",1.9,2.9,1936,Dickens,Texas,United States
7386,Elyria,10030,Valid,"Iron, IIIAB",10900.0,Found,01/01/1971 12:00:00 AM,38.28,-97.365,"(38.280000, -97.365000)",10.9,11.9,1971,Hesston,Kansas,United States
7387,Emery,10031,Valid,Mesosiderite-A3,16700.0,Found,01/01/1962 12:00:00 AM,43.56333,-97.58333,"(43.563330, -97.583330)",16.7,17.7,1962,Alexandria,South Dakota,United States
7388,Emmitsburg,10034,Valid,"Iron, IIIAB?",450.0,Found,01/01/1854 12:00:00 AM,39.71667,-77.3,"(39.716670, -77.300000)",0.45,1.45,1854,Emmitsburg,Maryland,United States
7389,Emsland,10035,Valid,"Iron, ungrouped",19000.0,Found,01/01/1940 12:00:00 AM,53.1,7.2,"(53.100000, 7.200000)",19.0,20.0,1940,Rhede,Lower Saxony,Germany
7390,En Naffatiyah,52012,Valid,L6,87.2,Found,01/01/2007 12:00:00 AM,33.21888,10.83445,"(33.218880, 10.834450)",0.0872,1.0872,2007,Medenine,Madanin,Tunisia
7391,Enigma,10036,Valid,H4,94.0,Found,01/01/1967 12:00:00 AM,31.33333,-82.31667,"(31.333330, -82.316670)",0.094,1.094,1967,Blackshear,Georgia,United States
7392,Enon,10037,Valid,"Iron, ungrouped",763.0,Found,01/01/1883 12:00:00 AM,39.86667,-83.95,"(39.866670, -83.950000)",0.763,1.763,1883,Green Meadows,Ohio,United States
7393,Erg Tiferine,30562,Valid,H5/6,325.0,Found,01/01/2001 12:00:00 AM,27.26667,6.7666699999999995,"(27.266670, 6.766670)",0.325,1.325,2001,Illizi,Illizi,Algeria
7394,Erie,10045,Valid,L6,3300.0,Found,01/01/1965 12:00:00 AM,40.03167,-105.05667,"(40.031670, -105.056670)",3.3,4.3,1965,Erie,Colorado,United States
7395,Erldunda,10046,Valid,H5,190.0,Found,01/01/1992 12:00:00 AM,-25.296470000000003,133.20006,"(-25.296470, 133.200060)",0.19,1.19,1992,Alice Springs,Northern Territory,Australia
7396,Erofeevka,10048,Valid,H4,1771.9,Found,01/01/1937 12:00:00 AM,51.86667,70.35,"(51.866670, 70.350000)",1.7719,2.7719,1937,Aqkoel,Aqmola,Kazakhstan
7397,Escalón,10050,Valid,H4,54.3,Found,01/01/1979 12:00:00 AM,27.0,-104.0,"(27.000000, -104.000000)",0.054299999999999994,1.0543,1979,Ceballos,Durango,Mexico
7398,Esperance,10052,Valid,L/LL3.4,397.0,Found,01/01/1991 12:00:00 AM,-33.86667,121.91667,"(-33.866670, 121.916670)",0.397,1.397,1991,Esperance,Western Australia,Australia
7399,Esquel,10054,Valid,"Pallasite, PMG",755000.0,Found,01/01/1951 12:00:00 AM,-42.9,-71.33333,"(-42.900000, -71.333330)",755.0,756.0,1951,Esquel,Chubut,Argentina
7400,Essex,10056,Valid,H5,5000.0,Found,01/01/2002 12:00:00 AM,34.611670000000004,-115.03333,"(34.611670, -115.033330)",5.0,6.0,2002,Needles,California,United States
7401,Estacado,10057,Valid,H6,290000.0,Found,01/01/1883 12:00:00 AM,33.9,-101.75,"(33.900000, -101.750000)",290.0,291.0,1883,Abernathy,Texas,United States
7402,Estación Imilac,54717,Valid,H5,1908.0,Found,01/01/2004 12:00:00 AM,-24.22983,-68.89253000000001,"(-24.229830, -68.892530)",1.908,2.908,2004,San Pedro de Atacama,Antofagasta,Chile
7403,Ethiudna,10060,Valid,L4,74318.0,Found,01/01/1977 12:00:00 AM,-32.03333,139.78333,"(-32.033330, 139.783330)",74.318,75.318,1977,Peterborough,South Australia,Australia
7404,Etosha,10061,Valid,"Iron, IC",110700.0,Found,01/01/1970 12:00:00 AM,-18.5,16.0,"(-18.500000, 16.000000)",110.7,111.7,1970,Ondangwa,Oshana,Namibia
7405,Etter,10062,Valid,L5,450000.0,Found,01/01/1965 12:00:00 AM,35.98333,-101.9,"(35.983330, -101.900000)",450.0,451.0,1965,Sunray,Texas,United States
7406,Euclid,10063,Valid,H5,2500.0,Found,01/01/1970 12:00:00 AM,47.95833,-96.7,"(47.958330, -96.700000)",2.5,3.5,1970,Crookston,Minnesota,United States
7407,Eunice,10064,Valid,H5,2300.0,Found,01/01/1961 12:00:00 AM,34.47,-101.75833,"(34.470000, -101.758330)",2.3,3.3,1961,Tulia,Texas,United States
7408,Eustis,10065,Valid,H4,502.0,Found,01/01/1918 12:00:00 AM,28.83333,-81.68333,"(28.833330, -81.683330)",0.502,1.502,1918,Eustis,Florida,United States
7409,Eva,10066,Valid,H5,6700.0,Found,01/01/1965 12:00:00 AM,36.81667,-101.90833,"(36.816670, -101.908330)",6.7,7.7,1965,Elkhart,Kansas,United States
7410,Fairburn,56565,Valid,"Iron, IAB-ung",445.0,Found,01/01/1907 12:00:00 AM,43.603,-103.026,"(43.603000, -103.026000)",0.445,1.445,1907,Rapid Valley,South Dakota,United States
7411,Fairfield,10069,Valid,"Iron, IAB-MG",1600.0,Found,01/01/1974 12:00:00 AM,39.33333,-84.6,"(39.333330, -84.600000)",1.6,2.6,1974,Fairfield,Ohio,United States
7412,Fairview,10070,Valid,"Iron, IIIAB",28800.0,Found,01/01/1986 12:00:00 AM,34.10139,-102.65,"(34.101390, -102.650000)",28.8,29.8,1986,Muleshoe,Texas,United States
7413,Faith,10071,Valid,H5,105000.0,Found,01/01/1952 12:00:00 AM,45.33333,-102.08333,"(45.333330, -102.083330)",105.0,106.0,1952,Bison,South Dakota,United States
7414,Falsey Draw,10072,Valid,L6,4180.0,Found,01/01/1995 12:00:00 AM,33.84333,-103.93666999999999,"(33.843330, -103.936670)",4.18,5.18,1995,Portales,New Mexico,United States
7415,Farley,10073,Valid,H5,19400.0,Found,01/01/1936 12:00:00 AM,36.33333,-104.05,"(36.333330, -104.050000)",19.4,20.4,1936,Springer,New Mexico,United States
7416,Farnum,10076,Valid,L5,4200.0,Found,01/01/1937 12:00:00 AM,40.25,-100.23333000000001,"(40.250000, -100.233330)",4.2,5.2,1937,Cambridge,Nebraska,United States
7417,Faucett,10077,Valid,H5,100000.0,Found,01/01/1966 12:00:00 AM,39.61667,-94.86667,"(39.616670, -94.866670)",100.0,101.0,1966,Elwood,Kansas,United States
7418,Felsted,10082,Valid,"Iron, IIIAB",13500.0,Found,01/01/1977 12:00:00 AM,54.990559999999995,9.49194,"(54.990560, 9.491940)",13.5,14.5,1977,Aabenraa,South Denmark,Denmark
7419,Felt,10083,Valid,H6,5400.0,Found,01/01/1970 12:00:00 AM,36.55,-102.78333,"(36.550000, -102.783330)",5.4,6.4,1970,Boise City,Oklahoma,United States
7420,Felt (b),10084,Valid,L3.5-5,5590.0,Found,01/01/1990 12:00:00 AM,36.58333,-102.7,"(36.583330, -102.700000)",5.59,6.59,1990,Boise City,Oklahoma,United States
7421,Fenbark,10085,Valid,H5,1861.0,Found,01/01/1968 12:00:00 AM,-30.440279999999998,121.25693999999999,"(-30.440280, 121.256940)",1.861,2.8609999999999998,1968,Kalgoorlie,Western Australia,Australia
7422,Ferguson Switch,10089,Valid,H5,1700.0,Found,01/01/1937 12:00:00 AM,34.0,-101.5,"(34.000000, -101.500000)",1.7,2.7,1937,Lockney,Texas,United States
7423,Ferintosh,10090,Valid,OC,2201.0,Found,01/01/1965 12:00:00 AM,52.8,-112.98333000000001,"(52.800000, -112.983330)",2.201,3.201,1965,Camrose,Alberta,Canada
7424,Fife,30563,Valid,H5,8600.0,Found,01/01/2003 12:00:00 AM,31.38972,-99.40583000000001,"(31.389720, -99.405830)",8.6,9.6,2003,Brady,Texas,United States
7425,Fillmore,10093,Valid,Iron,113.0,Found,01/01/1916 12:00:00 AM,49.883333,-103.6,"(49.883333, -103.600000)",0.113,1.113,1916,Weyburn,Saskatchewan,Canada
7426,Finmarken,10103,Valid,"Pallasite, PMG",78300.0,Found,01/01/1902 12:00:00 AM,70.0,24.0,"(70.000000, 24.000000)",78.3,79.3,1902,Kvalsund,Finnmark Fylke,Norway
7427,Finney,10104,Valid,L5,10700.0,Found,01/01/1962 12:00:00 AM,34.26667,-101.56667,"(34.266670, -101.566670)",10.7,11.7,1962,Seth Ward,Texas,United States
7430,Fitzwater Pass,51738,Valid,"Iron, IIIF",65.4,Found,01/01/1974 12:00:00 AM,42.03839,-120.58941999999999,"(42.038390, -120.589420)",0.0654,1.0654,1974,Lakeview,Oregon,United States
7431,Flagg,10108,Valid,L5,7000.0,Found,01/01/1954 12:00:00 AM,34.43333,-102.51666999999999,"(34.433330, -102.516670)",7.0,8.0,1954,Earth,Texas,United States
7432,Flagler,30564,Valid,H3.8,4100.0,Found,01/01/1972 12:00:00 AM,39.23,-102.99,"(39.230000, -102.990000)",4.1,5.1,1972,Hugo,Colorado,United States
7433,Flandreau,10109,Valid,H5,21360.0,Found,01/01/1983 12:00:00 AM,44.04833,-96.59167,"(44.048330, -96.591670)",21.36,22.36,1983,Flandreau,South Dakota,United States
7434,Fleming,10110,Valid,H3.7,1750.0,Found,01/01/1940 12:00:00 AM,40.68333,-102.81667,"(40.683330, -102.816670)",1.75,2.75,1940,Sterling,Colorado,United States
7435,Florey,10112,Valid,H6,110800.0,Found,01/01/1978 12:00:00 AM,32.5225,-102.705,"(32.522500, -102.705000)",110.8,111.8,1978,Seminole,Texas,United States
7436,Floyd,10113,Valid,L4,13000.0,Found,01/01/1966 12:00:00 AM,34.193329999999996,-103.575,"(34.193330, -103.575000)",13.0,14.0,1966,Portales,New Mexico,United States
7437,Floydada,10114,Valid,"Iron, IIIAB",12500.0,Found,01/01/1912 12:00:00 AM,33.98333,-101.28333,"(33.983330, -101.283330)",12.5,13.5,1912,Floydada,Texas,United States
7438,Floydada (b),10115,Valid,H5,6266.0,Found,01/01/1999 12:00:00 AM,33.98333,-101.33333,"(33.983330, -101.333330)",6.266,7.266,1999,Floydada,Texas,United States
7439,Fluvanna (a),10116,Valid,L5,9500.0,Found,01/01/1967 12:00:00 AM,32.8,-101.11667,"(32.800000, -101.116670)",9.5,10.5,1967,Snyder,Texas,United States
7440,Fluvanna (b),10117,Valid,H6,4110.0,Found,01/01/1976 12:00:00 AM,32.90333,-101.16278,"(32.903330, -101.162780)",4.11,5.11,1976,Snyder,Texas,United States
7441,Föllinge,10118,Valid,"Iron, IAB-sLH",400.0,Found,01/01/1932 12:00:00 AM,63.73333,14.85,"(63.733330, 14.850000)",0.4,1.4,1932,Lit,Jaemtland,Sweden
7442,Forestburg (a),10121,Valid,L4,26100.0,Found,01/01/1957 12:00:00 AM,33.50667,-97.65139,"(33.506670, -97.651390)",26.1,27.1,1957,Alvord,Texas,United States
7444,Forrest 001,10124,Valid,H5,97.7,Found,01/01/1967 12:00:00 AM,-30.816670000000002,128.21667,"(-30.816670, 128.216670)",0.09770000000000001,1.0977000000000001,1967,Ceduna,South Australia,Australia
7445,Forrest 002,10125,Valid,L6,26000.0,Found,01/01/1980 12:00:00 AM,-30.98333,127.88333,"(-30.983330, 127.883330)",26.0,27.0,1980,Ceduna,South Australia,Australia
7450,Forrest 007,10130,Valid,H4,910.0,Found,01/01/1979 12:00:00 AM,-30.785,128.01667,"(-30.785000, 128.016670)",0.91,1.9100000000000001,1979,Ceduna,South Australia,Australia
7453,Forrest 010,10133,Valid,L4,359.0,Found,01/01/1982 12:00:00 AM,-30.116670000000003,127.86667,"(-30.116670, 127.866670)",0.359,1.359,1982,Ceduna,South Australia,Australia
7457,Forrest 016,10139,Valid,H5-6,46.87,Found,01/01/1992 12:00:00 AM,-30.15383,128.07283,"(-30.153830, 128.072830)",0.046869999999999995,1.04687,1992,Ceduna,South Australia,Australia
7474,Forrest Lakes,10161,Valid,LL5,500.0,Found,01/01/1948 12:00:00 AM,-29.41667,129.5,"(-29.416670, 129.500000)",0.5,1.5,1948,Ceduna,South Australia,Australia
7475,Forrest Lakes 002,10162,Valid,H5,52.0,Found,01/01/1974 12:00:00 AM,-29.58333,128.91666999999998,"(-29.583330, 128.916670)",0.052,1.052,1974,Ceduna,South Australia,Australia
7476,Forsyth County,10165,Valid,"Iron, IIAB",22700.0,Found,01/01/1891 12:00:00 AM,36.1,-80.2,"(36.100000, -80.200000)",22.7,23.7,1891,Winston-Salem,North Carolina,United States
7477,Fort Pierre,10167,Valid,"Iron, IIIAB",15900.0,Found,01/01/1856 12:00:00 AM,44.35,-100.38333,"(44.350000, -100.383330)",15.9,16.9,1856,Fort Pierre,South Dakota,United States
7478,Fort Stockton,10168,Valid,Iron,4762.8,Found,01/01/1952 12:00:00 AM,30.91667,-103.06667,"(30.916670, -103.066670)",4.7628,5.7628,1952,Fort Stockton,Texas,United States
7479,Fortuna,10169,Valid,Winonaite,312.0,Found,01/01/1998 12:00:00 AM,-35.13333,-65.36667,"(-35.133330, -65.366670)",0.312,1.312,1998,Buena Esperanza,San Luis,Argentina
7480,Foster,10170,Valid,H4,1992.0,Found,01/01/1975 12:00:00 AM,33.1,-102.26666999999999,"(33.100000, -102.266670)",1.992,2.992,1975,Brownfield,Texas,United States
7481,Foum Zguid,10171,Valid,"Iron, IIAB",6000.0,Found,01/01/1998 12:00:00 AM,30.066670000000002,-6.9,"(30.066670, -6.900000)",6.0,7.0,1998,Taznakht,Souss-Massa-Draa,Morocco
7482,Fountain Hills,30565,Valid,CBa,60.0,Found,01/01/2002 12:00:00 AM,33.61,-111.72,"(33.610000, -111.720000)",0.06,1.06,2002,Fountain Hills,Arizona,United States
7483,Four Corners,10172,Valid,"Iron, IAB-ung",25000.0,Found,01/01/1924 12:00:00 AM,37.0,-109.05,"(37.000000, -109.050000)",25.0,26.0,1924,Towaoc,Colorado,United States
7484,Franceville,10173,Valid,"Iron, IIIAB",18800.0,Found,01/01/1890 12:00:00 AM,38.81667,-104.61667,"(38.816670, -104.616670)",18.8,19.8,1890,Cimarron Hills,Colorado,United States
7485,Franconia,10174,Valid,H5,100000.0,Found,01/01/2002 12:00:00 AM,34.71637,-114.22197,"(34.716370, -114.221970)",100.0,101.0,2002,Desert Hills,Arizona,United States
7486,Frankel City,10175,Valid,L6,4700.0,Found,01/01/1977 12:00:00 AM,32.33333,-102.745,"(32.333330, -102.745000)",4.7,5.7,1977,Andrews,Texas,United States
