,name,id,nametype,recclass,massg,fall,date,reclat,reclong,GeoLocation,mass,masslog,year,place,region,country
3142,Cuddeback Dry Lake 021,51573,Valid,L6,31.72,Found,01/01/2004 12:00:00 AM,35.3,-117.4605,"(35.300000, -117.460500)",0.03172,1.03172,2004,Boron,California,United States
3143,Cuddeback Dry Lake 023,52856,Valid,H5,123.0,Found,01/01/1986 12:00:00 AM,35.3248,-117.47983,"(35.324800, -117.479830)",0.123,1.123,1986,Ridgecrest,California,United States
3145,Cuero,5493,Valid,H5,46500.0,Found,01/01/1936 12:00:00 AM,29.01667,-97.28333,"(29.016670, -97.283330)",46.5,47.5,1936,Cuero,Texas,United States
3146,Culbertson,5494,Valid,H4,5900.0,Found,01/01/1913 12:00:00 AM,40.23333,-100.83333,"(40.233330, -100.833330)",5.9,6.9,1913,Trenton,Nebraska,United States
3147,Cullison,5495,Valid,H4,10000.0,Found,01/01/1911 12:00:00 AM,37.61667,-98.91667,"(37.616670, -98.916670)",10.0,11.0,1911,Pratt,Kansas,United States
3148,Cumpas,5497,Valid,"Iron, IIIAB",28600.0,Found,01/01/1903 12:00:00 AM,30.0,-109.66667,"(30.000000, -109.666670)",28.6,29.6,1903,Cumpas,Sonora,Mexico
3149,Dar al Gani 031,5547,Valid,H5/6,213.0,Found,01/01/1995 12:00:00 AM,27.187170000000002,16.189,"(27.187170, 16.189000)",0.213,1.213,1995,Sabha,Sabha,Libya
3150,Cushing,5499,Valid,H4,567.0,Found,01/01/1932 12:00:00 AM,35.96667,-96.76666999999999,"(35.966670, -96.766670)",0.567,1.567,1932,Cushing,Oklahoma,United States
3151,Dadin,5503,Valid,Iron,27300.0,Found,01/01/1949 12:00:00 AM,-38.91667,-69.2,"(-38.916670, -69.200000)",27.3,28.3,1949,Plaza Huincul,Neuquen,Argentina
3152,Dale Dry Lake,5505,Valid,L3.7,300.0,Found,01/01/1957 12:00:00 AM,34.08333,-115.78333,"(34.083330, -115.783330)",0.3,1.3,1957,Twentynine Palms,California,United States
3153,Dalgaranga,5506,Valid,Mesosiderite-A,12200.0,Found,01/01/1923 12:00:00 AM,-27.71667,117.25,"(-27.716670, 117.250000)",12.2,13.2,1923,Melville,Western Australia,Australia
3154,Dalgety Downs,5507,Valid,L4,257000.0,Found,01/01/1941 12:00:00 AM,-25.33333,116.18333,"(-25.333330, 116.183330)",257.0,258.0,1941,Carnarvon,Western Australia,Australia
3155,Dalhart,5508,Valid,H5,4400.0,Found,01/01/1968 12:00:00 AM,36.04333,-102.40833,"(36.043330, -102.408330)",4.4,5.4,1968,Dalhart,Texas,United States
3156,Dalton,5509,Valid,"Iron, IIIAB",53000.0,Found,01/01/1879 12:00:00 AM,34.8,-84.98333000000001,"(34.800000, -84.983330)",53.0,54.0,1879,Dalton,Georgia,United States
3157,Danby Dry Lake,5510,Valid,H6,8991.0,Found,01/01/2000 12:00:00 AM,34.216667,-115.05,"(34.216667, -115.050000)",8.991,9.991,2000,Mesa Verde,California,United States
3158,Danebury,5512,Valid,H6,30.0,Found,01/01/1974 12:00:00 AM,51.13889,-1.53611,"(51.138890, -1.536110)",0.03,1.03,1974,Abbotts Ann,England,United Kingdom
3159,Daoura,5516,Valid,L4,35.0,Found,01/01/1952 12:00:00 AM,29.58333,-3.75,"(29.583330, -3.750000)",0.035,1.035,1952,Mhamid,Souss-Massa-Draa,Morocco
3210,Dar al Gani 053,5569,Valid,H5,276.0,Found,01/01/1995 12:00:00 AM,27.30517,16.26417,"(27.305170, 16.264170)",0.276,1.276,1995,Hun,Al Jufrah,Libya
3212,Dar al Gani 055,5571,Valid,C3-ung,451.0,Found,01/01/1995 12:00:00 AM,27.26717,16.42033,"(27.267170, 16.420330)",0.451,1.451,1995,Waddan,Al Jufrah,Libya
3251,Dar al Gani 094,5610,Valid,H5,385.0,Found,01/01/1996 12:00:00 AM,27.0655,16.0875,"(27.065500, 16.087500)",0.385,1.385,1996,Sabha,Sabha,Libya
3252,Dar al Gani 095,5611,Valid,L5,840.0,Found,01/01/1996 12:00:00 AM,27.10683,16.516170000000002,"(27.106830, 16.516170)",0.84,1.8399999999999999,1996,Waddan,Al Jufrah,Libya
3258,Dar al Gani 1000,5617,Valid,Ureilite-pmict,17.920000000000005,Found,01/01/1997 12:00:00 AM,27.0135,16.36583,"(27.013500, 16.365830)",0.017920000000000005,1.01792,1997,Sabha,Sabha,Libya
3259,Dar al Gani 1001,5618,Valid,H6,132.0,Found,01/01/1999 12:00:00 AM,27.376829999999998,16.302329999999998,"(27.376830, 16.302330)",0.132,1.1320000000000001,1999,Hun,Al Jufrah,Libya
3261,Dar al Gani 1003,5620,Valid,H5,236.0,Found,01/01/1999 12:00:00 AM,27.27833,16.27717,"(27.278330, 16.277170)",0.236,1.236,1999,Sabha,Sabha,Libya
3265,Dar al Gani 1007,5624,Valid,L6,124.0,Found,01/01/1999 12:00:00 AM,27.1585,16.45617,"(27.158500, 16.456170)",0.124,1.124,1999,Waddan,Al Jufrah,Libya
3269,Dar al Gani 1010,5628,Valid,Ureilite,119.0,Found,01/01/2000 12:00:00 AM,27.04133,16.38767,"(27.041330, 16.387670)",0.119,1.119,2000,Sabha,Sabha,Libya
3280,Dar al Gani 1020,5637,Valid,H5,55.8,Found,01/01/2000 12:00:00 AM,27.92472,16.9575,"(27.924720, 16.957500)",0.055799999999999995,1.0558,2000,Waddan,Al Jufrah,Libya
3282,Dar al Gani 1022,5639,Valid,LL7,33.6,Found,01/01/2001 12:00:00 AM,27.08333,16.25,"(27.083330, 16.250000)",0.033600000000000005,1.0336,2001,Sabha,Sabha,Libya
3291,Dar al Gani 1030,5645,Valid,CK4/5,10.09,Found,01/01/1998 12:00:00 AM,27.22167,16.25,"(27.221670, 16.250000)",0.01009,1.01009,1998,Sabha,Sabha,Libya
3302,Dar al Gani 1040,30501,Valid,CV3,781.0,Found,01/01/2001 12:00:00 AM,27.28133,16.40833,"(27.281330, 16.408330)",0.781,1.7810000000000001,2001,Waddan,Al Jufrah,Libya
3305,Dar al Gani 1043,44878,Valid,LL6,32.1,Found,01/01/2005 12:00:00 AM,27.433329999999998,16.0,"(27.433330, 16.000000)",0.032100000000000004,1.0321,2005,Sabha,Sabha,Libya
3306,Dar al Gani 1044,44879,Valid,LL5,235.0,Found,01/01/2006 12:00:00 AM,27.45056,16.191670000000002,"(27.450560, 16.191670)",0.235,1.2349999999999999,2006,Hun,Al Jufrah,Libya
3307,Dar al Gani 1045,49488,Valid,L6,955.0,Found,01/01/2005 12:00:00 AM,27.495829999999998,16.258329999999997,"(27.495830, 16.258330)",0.955,1.955,2005,Hun,Al Jufrah,Libya
3310,Dar al Gani 1049 ,47348,Valid,H5,88.0,Found,01/01/2007 12:00:00 AM,27.26633,16.35783,"(27.266330, 16.357830)",0.088,1.088,2007,Hun,Al Jufrah,Libya
3314,Dar al Gani 1052,53617,Valid,LL5,280.0,Found,01/01/2008 12:00:00 AM,27.328329999999998,16.21867,"(27.328330, 16.218670)",0.28,1.28,2008,Sabha,Sabha,Libya
3315,Dar al Gani 1053,53636,Valid,CV3,98.0,Found,01/01/2006 12:00:00 AM,27.241670000000003,16.232670000000002,"(27.241670, 16.232670)",0.098,1.098,2006,Sabha,Sabha,Libya
3317,Dar al Gani 1055,53638,Valid,Eucrite-pmict,305.0,Found,01/01/2007 12:00:00 AM,27.38,16.469,"(27.380000, 16.469000)",0.305,1.305,2007,Waddan,Al Jufrah,Libya
3319,Dar al Gani 1058,54650,Valid,Lunar (feldsp. breccia),1815.0,Found,01/01/1998 12:00:00 AM,27.375,16.184,"(27.375000, 16.184000)",1.815,2.815,1998,Hun,Al Jufrah,Libya
3322,Dar al Gani 1060,56412,Valid,Eucrite,310.0,Found,01/01/2010 12:00:00 AM,26.9195,16.657,"(26.919500, 16.657000)",0.31,1.31,2010,Sabha,Sabha,Libya
3323,Dar al Gani 1061,56304,Valid,Ureilite,207.0,Found,01/01/2010 12:00:00 AM,27.23017,16.488329999999998,"(27.230170, 16.488330)",0.207,1.207,2010,Waddan,Al Jufrah,Libya
3324,Dar al Gani 1063,56648,Valid,CV3,410.3,Found,01/01/2002 12:00:00 AM,27.27417,16.40833,"(27.274170, 16.408330)",0.4103,1.4102999999999999,2002,Waddan,Al Jufrah,Libya
3384,Dar al Gani 170,5718,Valid,H5-6,759.0,Found,01/01/1996 12:00:00 AM,27.69983,15.726939999999999,"(27.699830, 15.726940)",0.759,1.759,1996,Hun,Al Jufrah,Libya
3478,Dar al Gani 264,5812,Valid,L/LL3-6,68.0,Found,01/01/1997 12:00:00 AM,27.20267,16.42083,"(27.202670, 16.420830)",0.068,1.068,1997,Waddan,Al Jufrah,Libya
3487,Dar al Gani 276,5824,Valid,Eucrite-pmict,98.0,Found,01/01/1997 12:00:00 AM,27.3775,16.193170000000002,"(27.377500, 16.193170)",0.098,1.098,1997,Hun,Al Jufrah,Libya
3636,Dar al Gani 426,5974,Valid,H4/5,206.0,Found,01/01/1998 12:00:00 AM,27.37933,16.458170000000003,"(27.379330, 16.458170)",0.206,1.206,1998,Waddan,Al Jufrah,Libya
3858,Dar al Gani 659,6206,Valid,H5,15.0,Found,01/01/2000 12:00:00 AM,27.6,16.2,"(27.600000, 16.200000)",0.015,1.015,2000,Hun,Al Jufrah,Libya
4052,Dar al Gani 885,6432,Valid,H6,102.0,Found,01/01/2000 12:00:00 AM,26.1,16.066670000000002,"(26.100000, 16.066670)",0.102,1.102,2000,Al Qatrun,Murzuq,Libya
4140,Dar al Gani 983,6523,Valid,Eucrite-pmict,933.0,Found,01/01/2002 12:00:00 AM,26.7375,16.8995,"(26.737500, 16.899500)",0.933,1.933,2002,Sabha,Sabha,Libya
4148,Dar al Gani 991,6531,Valid,H5,236.0,Found,01/01/2002 12:00:00 AM,27.33067,16.2805,"(27.330670, 16.280500)",0.236,1.236,2002,Hun,Al Jufrah,Libya
4156,Daraj 001,6540,Valid,H5,30000.0,Found,01/01/1986 12:00:00 AM,29.6425,11.73222,"(29.642500, 11.732220)",30.0,31.0,1986,Mizdah,Sha`biyat al Jabal al Gharbi,Libya
4160,Daraj 011,6550,Valid,H3,2600.0,Found,01/01/1986 12:00:00 AM,29.506390000000003,11.498610000000001,"(29.506390, 11.498610)",2.6,3.6,1986,Ghadamis,Sha`biyat Nalut,Libya
4173,Daraj 111,6570,Valid,L6,292.0,Found,01/01/1986 12:00:00 AM,29.26806,11.70528,"(29.268060, 11.705280)",0.292,1.292,1986,Idri,Sha`biyat Wadi ash Shati',Libya
4189,Daraj 145,6600,Valid,H6,3354.0,Found,01/01/2000 12:00:00 AM,29.64528,11.664719999999999,"(29.645280, 11.664720)",3.354,4.354,2000,Ghadamis,Sha`biyat Nalut,Libya
4190,Daraj 146,6601,Valid,H5,4553.0,Found,01/01/2000 12:00:00 AM,29.627779999999998,11.7025,"(29.627780, 11.702500)",4.553,5.553,2000,Mizdah,Sha`biyat al Jabal al Gharbi,Libya
4191,Darinskoe,6602,Valid,"Iron, IIC",11200.0,Found,01/01/1984 12:00:00 AM,51.41667,51.96667,"(51.416670, 51.966670)",11.2,12.2,1984,Fedorovka,Batys Qazaqstan,Kazakhstan
4192,David Glacier 01001,6605,Valid,L6,134.1,Found,01/01/2001 12:00:00 AM,-75.68139000000001,155.45306000000002,"(-75.681390, 155.453060)",0.1341,1.1341,2001,McMurdo Station,,Antarctica
4194,Davis Mountains,6615,Valid,"Iron, IIIAB",689000.0,Found,01/01/1903 12:00:00 AM,30.75,-104.25,"(30.750000, -104.250000)",689.0,690.0,1903,Fort Davis,Texas,United States
4195,Davy (a),6616,Valid,L4,50600.0,Found,01/01/1940 12:00:00 AM,29.1,-97.6,"(29.100000, -97.600000)",50.6,51.6,1940,Yorktown,Texas,United States
4196,Davy (b),6617,Valid,H4,3770.0,Found,01/01/1981 12:00:00 AM,29.008329999999997,-97.70555999999999,"(29.008330, -97.705560)",3.77,4.77,1981,Runge,Texas,United States
4197,Dawn (a),6618,Valid,H6,7682.0,Found,01/01/1981 12:00:00 AM,34.86,-102.12,"(34.860000, -102.120000)",7.682,8.682,1981,Canyon,Texas,United States
4198,Dayton,6620,Valid,"Iron, IAB-sLH",26300.0,Found,01/01/1892 12:00:00 AM,39.75,-84.16667,"(39.750000, -84.166670)",26.3,27.3,1892,Oakwood,Ohio,United States
4199,De Hoek,6622,Valid,"Iron, ungrouped",20930.0,Found,01/01/1960 12:00:00 AM,-29.383329999999997,23.1,"(-29.383330, 23.100000)",20.93,21.93,1960,Prieska,Northern Cape,South Africa
4200,De Kalb,6623,Valid,H,566.0,Found,01/01/1969 12:00:00 AM,39.59167,-94.92194,"(39.591670, -94.921940)",0.566,1.5659999999999998,1969,Wathena,Kansas,United States
4201,De Nova,6624,Valid,L6,12700.0,Found,01/01/1940 12:00:00 AM,39.85,-102.95,"(39.850000, -102.950000)",12.7,13.7,1940,Yuma,Colorado,United States
4202,Deakin 001,6625,Valid,Chondrite-ung,109.5,Found,01/01/1978 12:00:00 AM,-30.883329999999997,128.96667,"(-30.883330, 128.966670)",0.1095,1.1095,1978,Ceduna,South Australia,Australia
4211,Deakin 010,55718,Valid,Eucrite-mmict,438.0,Found,01/01/1988 12:00:00 AM,-30.573,128.56367,"(-30.573000, 128.563670)",0.438,1.438,1988,Ceduna,South Australia,Australia
4212,Deán Funes,6635,Valid,H5,9260.0,Found,01/01/1977 12:00:00 AM,-30.433329999999998,-64.2,"(-30.433330, -64.200000)",9.26,10.26,1977,Villa Tulumba,Cordoba,Argentina
4213,Deelfontein,6636,Valid,"Iron, IAB-MG",28000.0,Found,01/01/1932 12:00:00 AM,-30.183329999999998,23.26667,"(-30.183330, 23.266670)",28.0,29.0,1932,Prieska,Northern Cape,South Africa
4214,Deep Springs,6637,Valid,"Iron, ungrouped",11500.0,Found,01/01/1846 12:00:00 AM,36.5,-79.75,"(36.500000, -79.750000)",11.5,12.5,1846,Eden,North Carolina,United States
4215,Dehesa,6638,Valid,"Iron, ungrouped",280.0,Found,01/01/1866 12:00:00 AM,-33.5,-70.5,"(-33.500000, -70.500000)",0.28,1.28,1866,"Villa Presidente Frei, Nunoa, Santiago, Chile",Santiago Metropolitan,Chile
4216,Del Rio,6639,Valid,"Iron, IIF",3596.0,Found,01/01/1965 12:00:00 AM,29.366670000000003,-100.96667,"(29.366670, -100.966670)",3.596,4.596,1965,Cienegas Terrace,Texas,United States
4217,Delaware,6640,Valid,L4,8346.0,Found,01/01/1972 12:00:00 AM,35.28333,-93.5,"(35.283330, -93.500000)",8.346,9.346,1972,Clarksville,Arkansas,United States
4218,Delegate,6641,Valid,"Iron, IIIAB-an",27700.0,Found,01/01/1904 12:00:00 AM,-37.0,149.03333,"(-37.000000, 149.033330)",27.7,28.7,1904,Bombala,New South Wales,Australia
4219,Dellys,6643,Valid,Iron,76.0,Found,01/01/1865 12:00:00 AM,36.91667,3.91667,"(36.916670, 3.916670)",0.076,1.076,1865,Dellys,Boumerdes,Algeria
4222,Delphos (c),6647,Valid,L5,885.0,Found,01/01/1977 12:00:00 AM,34.05,-103.63333,"(34.050000, -103.633330)",0.885,1.885,1977,Portales,New Mexico,United States
4223,Delphos (d),6648,Valid,H5,276.0,Found,01/01/1969 12:00:00 AM,34.05,-103.55,"(34.050000, -103.550000)",0.276,1.276,1969,Portales,New Mexico,United States
4224,Deming,55792,Valid,H5,784.0,Found,01/01/2009 12:00:00 AM,32.22548,-107.90458999999998,"(32.225480, -107.904590)",0.784,1.784,2009,Deming,New Mexico,United States
4225,Dengli,6650,Valid,H3.8,243.5,Found,01/01/1976 12:00:00 AM,39.06667,58.86666999999999,"(39.066670, 58.866670)",0.2435,1.2435,1976,Abadan,Ahal,Turkmenistan
4229,Densmore (1879),6656,Valid,L6,37200.0,Found,01/01/1879 12:00:00 AM,39.65,-99.68333,"(39.650000, -99.683330)",37.2,38.2,1879,Norton,Kansas,United States
4230,Densmore (1950),6657,Valid,H6,11300.0,Found,01/01/1950 12:00:00 AM,39.56583,-99.64721999999999,"(39.565830, -99.647220)",11.3,12.3,1950,Hill City,Kansas,United States
4231,Denton County,6659,Valid,"Iron, IIIAB",5400.0,Found,01/01/1856 12:00:00 AM,33.0,-97.0,"(33.000000, -97.000000)",5.4,6.4,1856,Lewisville,Texas,United States
4232,Denver City,6661,Valid,"Iron, ungrouped",26100.0,Found,01/01/1975 12:00:00 AM,33.07139,-102.80028,"(33.071390, -102.800280)",26.1,27.1,1975,Denver City,Texas,United States
4233,Deport,6662,Valid,"Iron, IAB-sLL",15000.0,Found,01/01/1926 12:00:00 AM,33.51667,-95.3,"(33.516670, -95.300000)",15.0,16.0,1926,Bogata,Texas,United States
4234,Deport (a),6663,Valid,H4,604.0,Found,01/01/1944 12:00:00 AM,33.51667,-95.3,"(33.516670, -95.300000)",0.604,1.604,1944,Bogata,Texas,United States
4235,Dermbach,6665,Valid,"Iron, ungrouped",1500.0,Found,01/01/1924 12:00:00 AM,50.71667,10.11667,"(50.716670, 10.116670)",1.5,2.5,1924,Dermbach,Thuringia,Germany
4239,Desert Willow,48655,Valid,H4/5,11.3,Found,01/01/2007 12:00:00 AM,32.319,-111.077,"(32.319000, -111.077000)",0.011300000000000001,1.0113,2007,Flowing Wells,Arizona,United States
4241,Dexter,6697,Valid,"Iron, IIIAB",1724.0,Found,01/01/1889 12:00:00 AM,33.81667,-97.0,"(33.816670, -97.000000)",1.724,2.724,1889,Marietta,Oklahoma,United States
4242,Dhofar 001,6700,Valid,L6,46.0,Found,01/01/1999 12:00:00 AM,18.165,54.083330000000004,"(18.165000, 54.083330)",0.046,1.046,1999,Salalah,Zufar,Oman
4246,Dhofar 005,6704,Valid,L6,125500.0,Found,01/01/2000 12:00:00 AM,18.16667,54.166669999999996,"(18.166670, 54.166670)",125.5,126.5,2000,Salalah,Zufar,Oman
4268,Dhofar 027,6726,Valid,L6,623.0,Found,01/01/1999 12:00:00 AM,19.26333,54.72067,"(19.263330, 54.720670)",0.623,1.623,1999,Hayma',Al Wusta,Oman
4342,Dhofar 1000,6800,Valid,H4,527.35,Found,01/01/1998 12:00:00 AM,18.487779999999997,54.18085,"(18.487780, 54.180850)",0.52735,1.52735,1998,Salalah,Zufar,Oman
4344,Dhofar 1002,6802,Valid,L6,61.82,Found,01/01/2001 12:00:00 AM,18.55905,54.09825,"(18.559050, 54.098250)",0.06182,1.06182,2001,Salalah,Zufar,Oman
4349,Dhofar 1007,6807,Valid,L4,87.77,Found,01/01/2003 12:00:00 AM,18.5453,54.02016999999999,"(18.545300, 54.020170)",0.08777,1.08777,2003,Salalah,Zufar,Oman
4435,Dhofar 1086,33790,Valid,L6,4.7,Found,01/01/2004 12:00:00 AM,19.33057,54.79238,"(19.330570, 54.792380)",0.0047,1.0047,2004,Hayma',Al Wusta,Oman
4437,Dhofar 1088,33792,Valid,L~6,470.0,Found,01/01/2004 12:00:00 AM,18.15363,54.105619999999995,"(18.153630, 54.105620)",0.47,1.47,2004,Salalah,Zufar,Oman
4444,Dhofar 1127,33830,Valid,LL6,173.0,Found,01/01/2005 12:00:00 AM,19.200667000000003,54.90841700000001,"(19.200667, 54.908417)",0.173,1.173,2005,Hayma',Al Wusta,Oman
4455,Dhofar 1154,33857,Valid,LL6,952.0,Found,01/01/2005 12:00:00 AM,18.741611,54.26175,"(18.741611, 54.261750)",0.952,1.952,2005,Salalah,Zufar,Oman
4575,Dhofar 1428,35415,Valid,Lunar,213.0,Found,01/01/2006 12:00:00 AM,18.89067,54.339330000000004,"(18.890670, 54.339330)",0.213,1.213,2006,Salalah,Zufar,Oman
4582,Dhofar 1434,48539,Valid,CM-an,42.0,Found,01/01/2007 12:00:00 AM,18.35675,54.02591999999999,"(18.356750, 54.025920)",0.042,1.042,2007,Salalah,Zufar,Oman
4599,Dhofar 1450,51598,Valid,LL~6,5.4,Found,01/01/2008 12:00:00 AM,19.26397,54.72362,"(19.263970, 54.723620)",0.0054,1.0054,2008,Hayma',Al Wusta,Oman
4601,Dhofar 1452,51600,Valid,L~6,163.0,Found,01/01/2008 12:00:00 AM,19.01602,54.367830000000005,"(19.016020, 54.367830)",0.163,1.163,2008,Salalah,Zufar,Oman
4651,Dhofar 1501,53790,Valid,H~5,10.6,Found,01/01/2009 12:00:00 AM,18.805220000000002,54.353080000000006,"(18.805220, 54.353080)",0.0106,1.0106,2009,Salalah,Zufar,Oman
4725,Dhofar 1576,51864,Valid,L5,7700.0,Found,01/01/2010 12:00:00 AM,18.51667,54.23333,"(18.516670, 54.233330)",7.7,8.7,2010,Salalah,Zufar,Oman
4765,Dhofar 1627,54672,Valid,Lunar (feldsp. breccia),86.1,Found,01/01/2010 12:00:00 AM,19.01075,54.53743000000001,"(19.010750, 54.537430)",0.0861,1.0861,2010,Hayma',Al Wusta,Oman
4782,Dhofar 1643,55519,Valid,L6,122.2,Found,01/01/2011 12:00:00 AM,19.28967,54.55092,"(19.289670, 54.550920)",0.1222,1.1222,2011,Hayma',Al Wusta,Oman
4783,Dhofar 1644,55520,Valid,H6,11.8,Found,01/01/2011 12:00:00 AM,18.951079999999997,54.51506,"(18.951080, 54.515060)",0.011800000000000001,1.0118,2011,Salalah,Zufar,Oman
5345,Dhofar 661,7418,Valid,LL4-6,95.0,Found,01/01/2001 12:00:00 AM,19.09042,54.08753000000001,"(19.090420, 54.087530)",0.095,1.095,2001,Shihan as Sufla,Al Mahrah,Yemen
5612,Diablo Pass,35516,Valid,L6,246.6,Found,01/01/2004 12:00:00 AM,33.66348,-114.29207,"(33.663480, -114.292070)",0.24659999999999999,1.2466,2004,Quartzsite,Arizona,United States
5613,Diamond Valley,7641,Valid,H5,440.0,Found,01/01/2001 12:00:00 AM,40.08173,-115.93673000000001,"(40.081730, -115.936730)",0.44,1.44,2001,Eureka,Nevada,United States
5614,Digor,49716,Valid,"Iron, IIIAB",3800.0,Found,01/01/2006 12:00:00 AM,42.33333,89.33333,"(42.333330, 89.333330)",3.8,4.8,2006,Laochenglu,Xinjiang Uygur Zizhiqu,China
5615,Dimboola,7643,Valid,H5,16000.0,Found,01/01/1944 12:00:00 AM,-36.5,142.03333,"(-36.500000, 142.033330)",16.0,17.0,1944,Horsham,Victoria,Australia
5616,Dimitrovgrad,7644,Valid,"Iron, IIIAB",100000.0,Found,01/01/1949 12:00:00 AM,43.04639,22.863889999999998,"(43.046390, 22.863890)",100.0,101.0,1949,Dimitrovgrad,Central Serbia,Serbia
5617,Dimmitt,7645,Valid,H3.7,200000.0,Found,01/01/1942 12:00:00 AM,34.58333,-102.16667,"(34.583330, -102.166670)",200.0,201.0,1942,Dimmitt,Texas,United States
5618,Dimmitt (b),7646,Valid,OC,2800.0,Found,01/01/1981 12:00:00 AM,34.48333,-102.32833000000001,"(34.483330, -102.328330)",2.8,3.8,1981,Dimmitt,Texas,United States
5620,Dispatch,7648,Valid,H,220.0,Found,01/01/1956 12:00:00 AM,39.5,-98.53333,"(39.500000, -98.533330)",0.22,1.22,1956,Osborne,Kansas,United States
5621,Divnoe,7650,Valid,Achondrite-ung,12700.0,Found,01/01/1981 12:00:00 AM,45.7,43.7,"(45.700000, 43.700000)",12.7,13.7,1981,Letnyaya Stavka,Stavropol'skiy,Russia
5622,Dix,7651,Valid,L6,44000.0,Found,01/01/1927 12:00:00 AM,41.23333,-103.48333000000001,"(41.233330, -103.483330)",44.0,45.0,1927,Kimball,Nebraska,United States
5623,Djebel Chaab 001,7653,Valid,L/LL6,1388.0,Found,01/01/2003 12:00:00 AM,25.223670000000002,0.8456,"(25.223670, 0.845600)",1.388,2.388,2003,Reggane,Adrar,Algeria
5627,Dolores,7660,Valid,"Iron, IIIAB",4333.0,Found,01/01/2001 12:00:00 AM,-19.65,-69.95,"(-19.650000, -69.950000)",4.333,5.333,2001,Iquique,Tarapaca,Chile
5628,Dominion Range 08013,49521,Valid,CM2,28.8,Found,01/01/2008 12:00:00 AM,0.0,0.0,"(0.000000, 0.000000)",0.0288,1.0288,2008,Takoradi,Western,Ghana
5630,Donnybrook,7709,Valid,Mesosiderite?,414.0,Found,01/01/1918 12:00:00 AM,-33.61667,115.91667,"(-33.616670, 115.916670)",0.414,1.414,1918,Donnybrook,Western Australia,Australia
5632,Dor el Gani,7711,Valid,"Iron, IIIAB",2575.0,Found,01/01/1972 12:00:00 AM,26.95833,16.03333,"(26.958330, 16.033330)",2.575,3.575,1972,Sabha,Sabha,Libya
5633,Dora (pallasite),7712,Valid,"Pallasite, PMG",7600.0,Found,01/01/1955 12:00:00 AM,33.92667,-103.955,"(33.926670, -103.955000)",7.6,8.6,1955,Fort Sumner,New Mexico,United States
5634,Dora (stone),7713,Valid,OC,1570.0,Found,01/01/1970 12:00:00 AM,33.92333,-103.35,"(33.923330, -103.350000)",1.57,2.5700000000000003,1970,Portales,New Mexico,United States
5635,D'Orbigny,7714,Valid,Angrite,16550.0,Found,01/01/1979 12:00:00 AM,-37.66667,-61.65,"(-37.666670, -61.650000)",16.55,17.55,1979,Coronel Suarez,Buenos Aires,Argentina
5636,Dorofeevka,7717,Valid,"Iron, IIF",12600.0,Found,01/01/1910 12:00:00 AM,53.333330000000004,70.06667,"(53.333330, 70.066670)",12.6,13.6,1910,Burabay,Soltustik Qazaqstan,Kazakhstan
5637,Dorrigo,7720,Valid,"Iron, ungrouped",8500.0,Found,01/01/1948 12:00:00 AM,-30.28333,152.66666999999998,"(-30.283330, 152.666670)",8.5,9.5,1948,Dorrigo,New South Wales,Australia
5638,Dos Cabezas,7721,Valid,L5,755.0,Found,01/01/1998 12:00:00 AM,32.295,-109.67,"(32.295000, -109.670000)",0.755,1.755,1998,Willcox,Arizona,United States
5639,Dougherty,7724,Valid,L6,1113.0,Found,01/01/2002 12:00:00 AM,33.97917,-101.2,"(33.979170, -101.200000)",1.113,2.113,2002,Floydada,Texas,United States
5640,Doyleville,7727,Valid,H5,112.0,Found,01/01/1887 12:00:00 AM,38.41667,-106.58333,"(38.416670, -106.583330)",0.112,1.112,1887,Gunnison,Colorado,United States
5641,Drayton,7729,Valid,H4/5,2350.0,Found,01/01/1982 12:00:00 AM,48.66667,-97.11667,"(48.666670, -97.116670)",2.35,3.35,1982,Hallock,Minnesota,United States
5642,Dresden (Kansas),7730,Valid,H5,6760.0,Found,01/01/1953 12:00:00 AM,39.61667,-100.46306,"(39.616670, -100.463060)",6.76,7.76,1953,Oberlin,Kansas,United States
5643,Dronino,7732,Valid,"Iron, ungrouped",40000.0,Found,01/01/2000 12:00:00 AM,54.746669999999995,41.42167,"(54.746670, 41.421670)",40.0,41.0,2000,Kasimov,Rjazan,Russia
5644,Drum Mountains,7733,Valid,"Iron, IIIAB",529000.0,Found,01/01/1944 12:00:00 AM,39.5,-112.9,"(39.500000, -112.900000)",529.0,530.0,1944,Delta,Utah,United States
5645,Dry Lake Valley,7734,Valid,L6,3.5,Found,01/01/2000 12:00:00 AM,37.72683,-114.7865,"(37.726830, -114.786500)",0.0035,1.0035,2000,Caliente,Nevada,United States
5646,Duchesne,7737,Valid,"Iron, IVA",22700.0,Found,01/01/1906 12:00:00 AM,40.38333,-110.86667,"(40.383330, -110.866670)",22.7,23.7,1906,Francis,Utah,United States
5647,Duel Hill (1854),7738,Valid,"Iron, IVA",21800.0,Found,01/01/1854 12:00:00 AM,35.85,-82.7,"(35.850000, -82.700000)",21.8,22.8,1854,Marshall,North Carolina,United States
5648,Duel Hill (1873),7739,Valid,"Iron, IAB-MG",11300.0,Found,01/01/1873 12:00:00 AM,35.85,-82.7,"(35.850000, -82.700000)",11.3,12.3,1873,Marshall,North Carolina,United States
5649,Duketon,7740,Valid,"Iron, IIIAB",118300.0,Found,01/01/1948 12:00:00 AM,-27.5,122.36667,"(-27.500000, 122.366670)",118.3,119.3,1948,Kalgoorlie,Western Australia,Australia
